Name,Classification,Item Level,Type,Set Name,From,"Item
DB Record",record
Ismene's Cuirass,MonsterInfrequent Legendary,67.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/mi_l_lamiamelee.dbr,b'records\\xpack\\item\\equipmentarmor\\torsomi_l_lamiamelee.dbr'
Bracelets of the Deep,MonsterInfrequent Legendary,77.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/mi_l_fjordmage.dbr,b'records\\xpack2\\item\\equipmentarmor\\armbandmi_l_fjordmage.dbr'
Warchief's Leggings,MonsterInfrequent Epic,52.0,ArmorProtective_LowerBody,,TQ,mi_e_yerren.dbr,b'records\\item\\equipmentgreavesmi_e_yerren.dbr'
Santa's Boots,Epic,50.0,ArmorProtective_LowerBody,Santa's Garb,TQ Immortal Throne,xpack/z_santa01.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesz_santa01.dbr'
Reach of Helios,Legendary,59.0,WeaponHunting_Spear,,TQ Immortal Throne,xpack/u_e_001.dbr,b'records\\xpack\\item\\equipmentweapons\\spearu_e_001.dbr'
Thorny Bracers,Epic,12.0,ArmorProtective_Forearm,,TQ,u_n_thornybracers.dbr,b'records\\item\\equipmentarmbandu_n_thornybracers.dbr'
Incarnation of the Djed of Osiris,Common,,ItemRelic,,TQ,03_act2_djedofosiris.dbr,b'records\\item\\relics03_act2_djedofosiris.dbr'
Arcane Formula ~ Jade Idol,Lesser,,ItemArtifactFormula,,TQ Immortal Throne,xpack/e_la_jadetotem_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulaee_la_jadetotem_formula.dbr'
Arcane Formula ~ Lionheart,Greater,,ItemArtifactFormula,,TQ Immortal Throne,xpack/e_ga_lionheart_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulaee_ga_lionheart_formula.dbr'
Prowler's Cuirass,MonsterInfrequent Epic,51.0,ArmorProtective_UpperBody,,TQ,mi_e_tigermanmelee.dbr,b'records\\item\\equipmentarmormi_e_tigermanmelee.dbr'
Zeno's Third Paradox,Legendary,59.0,WeaponArmor_Shield,,TQ,u_l_zeno'sthirdparadox.dbr,"b""records\\item\\equipmentshieldu_l_zeno'sthirdparadox.dbr"""
Pious Sash,Epic,16.0,ArmorProtective_UpperBody,,TQ,um_n_pioussash.dbr,b'records\\item\\equipmentarmorum_n_pioussash.dbr'
Ilektrismos,Epic,39.0,WeaponMagical_Staff,,TQ,u_e_ilektrismos.dbr,b'records\\item\\equipmentweapon\\staffu_e_ilektrismos.dbr'
Embodiment of Dionysus' Wineskin,Common,,ItemRelic,,TQ,02_act1_dionysuswineskin.dbr,b'records\\item\\relics02_act1_dionysuswineskin.dbr'
Tortured Soul,Common,,ItemCharm,,TQ Immortal Throne,xpack/01_act4_torturedsoul.dbr,b'records\\xpack\\item\\charms01_act4_torturedsoul.dbr'
Bonebreaker Cowl,MonsterInfrequent Epic,57.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_e_troll.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmmi_e_troll.dbr'
Blood Gem,Greater,5.0,ItemArtifact,,TQ Immortal Throne,xpack/e_ga_laceofcelerity.dbr,b'records\\xpack\\item\\artifactse_ga_laceofcelerity.dbr'
Speed of the Wild,Epic,49.0,ArmorProtective_LowerBody,Aspect of the Wild,TQ,us_e_aspectofthewild.dbr,b'records\\item\\equipmentgreavesus_e_aspectofthewild.dbr'
Windswept Harness,MonsterInfrequent Legendary,63.0,ArmorProtective_UpperBody,,TQ,mi_l_duneraider.dbr,b'records\\item\\equipmentarmormi_l_duneraider.dbr'
Lazarus Plate Greaves,Epic,24.0,ArmorProtective_LowerBody,Lazarus Armor,TQ,us_n_lazarusarmor.dbr,b'records\\item\\equipmentgreavesus_n_lazarusarmor.dbr'
Epic Mechanical Parts,Common,,ItemCharm,,TQ,02_multacts_mechanicalparts.dbr,b'records\\item\\animalrelics02_multacts_mechanicalparts.dbr'
Qi Bai's Robe,Legendary,55.0,ArmorProtective_UpperBody,,TQ,um_e_qibai'srobe.dbr,"b""records\\item\\equipmentarmorum_e_qibai'srobe.dbr"""
Amaranthine,Epic,44.0,ArmorJewelry_Amulet,,TQ,u_e_amaranthine.dbr,b'records\\item\\equipmentamuletu_e_amaranthine.dbr'
Seerwraps,Epic,33.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/um_n_001.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesum_n_001.dbr'
The Night Mistress's Crown,MonsterInfrequent Legendary,70.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/mi_l_empusamage.dbr,b'records\\xpack\\item\\equipmentarmor\\helmmi_l_empusamage.dbr'
Mantle of the Secretos,Legendary,53.0,ArmorProtective_UpperBody,,TQ,u_e_mantleofthesecretos.dbr,b'records\\item\\equipmentarmoru_e_mantleofthesecretos.dbr'
Essence of Wodan's Wisdom,Common,,ItemRelic,,TQ Ragnarok,xpack2/01_act5_wodanswisdom.dbr,b'records\\xpack2\\item\\relics01_act5_wodanswisdom.dbr'
Marauder's Armguard,MonsterInfrequent Normal,24.0,ArmorProtective_Forearm,,TQ,mi_n_neanderthalmelee.dbr,b'records\\item\\equipmentarmbandmi_n_neanderthalmelee.dbr'
Marauder's Girdle,MonsterInfrequent Normal,24.0,ArmorProtective_UpperBody,,TQ,mi_n_neanderthalmelee.dbr,b'records\\item\\equipmentarmormi_n_neanderthalmelee.dbr'
Siphon,Epic,16.0,WeaponMagical_Staff,,TQ,u_n_siphon.dbr,b'records\\item\\equipmentweapon\\staffu_n_siphon.dbr'
Myrmigki Vestment,MonsterInfrequent Legendary,67.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/mi_l_formicidmage01.dbr,b'records\\xpack\\item\\equipmentarmor\\torsomi_l_formicidmage01.dbr'
Arcane Formula ~ Thunderfist,Lesser,,ItemArtifactFormula,,TQ Immortal Throne,xpack/l_la_thunderfist_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulael_la_thunderfist_formula.dbr'
Agamemnon's Crest,Epic,59.0,ArmorProtective_Head,Atreidae,TQ Immortal Throne,xpack/us_e_001.dbr,b'records\\xpack\\item\\equipmentarmor\\helmus_e_001.dbr'
Archmage's Leggings,Legendary,71.0,ArmorProtective_LowerBody,Archmage's Regalia,TQ,usm_l_archmage'sregalia.dbr,"b""records\\item\\equipmentgreavesusm_l_archmage'sregalia.dbr"""
Bludgeon of True Sight,Epic,50.0,WeaponMelee_Mace,Raiment of the Baker Street Sage,TQ Immortal Throne,xpack/z_sleuth01.dbr,b'records\\xpack\\item\\equipmentweapons\\clubz_sleuth01.dbr'
Crystal Totem,Epic,42.0,ArmorJewelry_Amulet,The Ice Crystals,TQ,u_e_crystaltotem.dbr,b'records\\item\\equipmentamuletu_e_crystaltotem.dbr'
Blackbeard's Booties,Epic,50.0,ArmorProtective_LowerBody,Buccaneer's Garb,TQ Immortal Throne,xpack/z_pirate01.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesz_pirate01.dbr'
Queen Zenobia's Spear,Legendary,53.0,WeaponHunting_Spear,,TQ,u_e_queenzenobia'sspear.dbr,"b""records\\item\\equipmentweapon\\spearu_e_queenzenobia'sspear.dbr"""
Minoan Fire-Axe,Epic,45.0,WeaponMelee_Axe,,TQ,u_e_minoanfireaxe.dbr,b'records\\item\\equipmentweapon\\axeu_e_minoanfireaxe.dbr'
Amazonian Spear,Legendary,53.0,WeaponHunting_Spear,,TQ,u_e_amazonianspear.dbr,b'records\\item\\equipmentweapon\\spearu_e_amazonianspear.dbr'
The Foreman,Epic,33.0,WeaponMelee_Mace,,TQ Immortal Throne,xpack/u_n_003.dbr,b'records\\xpack\\item\\equipmentweapons\\clubu_n_003.dbr'
Master Forge Greaves,MonsterInfrequent Normal,37.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_n_dvergrmelee.dbr,b'records\\xpack2\\item\\equipmentarmor\\greavesmi_n_dvergrmelee.dbr'
Quiver of N'Imh,MonsterInfrequent Normal,24.0,ArmorProtective_UpperBody,,TQ,mi_n_ratmanarcher.dbr,b'records\\item\\equipmentarmormi_n_ratmanarcher.dbr'
Arcane Formula ~ Tyrant's Fist,Greater,,ItemArtifactFormula,,TQ Immortal Throne,xpack/l_ga_tyrantsfist_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulael_ga_tyrantsfist_formula.dbr'
Snakeskin Wrap,Epic,39.0,ArmorProtective_UpperBody,,TQ,u_e_snakeskinwrap.dbr,b'records\\item\\equipmentarmoru_e_snakeskinwrap.dbr'
Bristlebash,Epic,8.0,WeaponMelee_Mace,,TQ,u_n_bristlebash.dbr,b'records\\item\\equipmentweapon\\clubu_n_bristlebash.dbr'
Soldier's Unyielding Will,MonsterInfrequent Normal,30.0,WeaponArmor_Shield,,TQ Immortal Throne,xpack/mi_n_formicid.dbr,b'records\\xpack\\item\\equipmentweapons\\shieldmi_n_formicid.dbr'
Chaosbane,Epic,20.0,ArmorProtective_Forearm,Gebel Tjauti,TQ,us_n_gebeltjauti.dbr,b'records\\item\\equipmentarmbandus_n_gebeltjauti.dbr'
Bonebreaker Greaves,MonsterInfrequent Epic,57.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_e_troll.dbr,b'records\\xpack2\\item\\equipmentarmor\\greavesmi_e_troll.dbr'
Golem Heart,Common,,ItemCharm,,TQ Ragnarok,xpack2/01_act5_golemheart.dbr,b'records\\xpack2\\item\\charms01_act5_golemheart.dbr'
Jericho,Epic,44.0,WeaponArmor_Shield,,TQ,u_e_jericho.dbr,b'records\\item\\equipmentshieldu_e_jericho.dbr'
Icefire Pike,Epic,33.0,WeaponHunting_Spear,,TQ Immortal Throne,xpack/u_n_002.dbr,b'records\\xpack\\item\\equipmentweapons\\spearu_n_002.dbr'
TerraGuard,Epic,49.0,ArmorProtective_UpperBody,,TQ,u_e_terraguard.dbr,b'records\\item\\equipmentarmoru_e_terraguard.dbr'
Legendary Albino Spider Web,Common,,ItemCharm,,TQ Immortal Throne,xpack/03_act4_frozenchitin.dbr,b'records\\xpack\\item\\charms03_act4_frozenchitin.dbr'
Polyphemus' Tenderizer,MonsterInfrequent Legendary,60.0,WeaponMelee_Mace,,TQ,mi_l_cyclops.dbr,b'records\\item\\equipmentweapon\\clubmi_l_cyclops.dbr'
Rati,Epic,38.0,WeaponHunting_Spear,,TQ Ragnarok,xpack2/u_n_01.dbr,b'records\\xpack2\\item\\equipmentweapons\\spearu_n_01.dbr'
Arcane Formula ~ Soul Prism,Greater,,ItemArtifactFormula,,TQ Immortal Throne,xpack/n_ga_soulprism_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulaen_ga_soulprism_formula.dbr'
Hunter's Armor,Epic,49.0,ArmorProtective_UpperBody,Hunter's Armor,TQ,us_e_hunter'sarmor.dbr,"b""records\\item\\equipmentarmorus_e_hunter'sarmor.dbr"""
Embodiment of the Golden Fleece,Common,,ItemRelic,,TQ,02_act1_goldenfleece.dbr,b'records\\item\\relics02_act1_goldenfleece.dbr'
Wraps of the Chosen,MonsterInfrequent Epic,57.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_e_nerthusshaman.dbr,b'records\\xpack2\\item\\equipmentarmor\\greavesmi_e_nerthusshaman.dbr'
Outrider's Skullcap,MonsterInfrequent Normal,34.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_n_centaur.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmmi_n_centaur.dbr'
Guards of the Restless King,MonsterInfrequent Normal,36.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_n_draugr.dbr,b'records\\xpack2\\item\\equipmentarmor\\greavesmi_n_draugr.dbr'
Shadow's Flight,Epic,47.0,ArmorProtective_LowerBody,Shadow Guard,TQ,us_e_shadowguard.dbr,b'records\\item\\equipmentgreavesus_e_shadowguard.dbr'
Stone Hammer,MonsterInfrequent Epic,37.0,WeaponMelee_Mace,,TQ,mi_e_satyrguardian.dbr,b'records\\item\\equipmentweapon\\clubmi_e_satyrguardian.dbr'
Entwined Mark of Calchas,Legendary,75.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/um_l_001.dbr,b'records\\xpack\\item\\equipmentarmor\\armbandum_l_001.dbr'
Icescale Helm,MonsterInfrequent Normal,36.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_n_fjordmelee.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmmi_n_fjordmelee.dbr'
Fulminator,Epic,24.0,WeaponMagical_Staff,,TQ,u_n_fulminator.dbr,b'records\\item\\equipmentweapon\\staffu_n_fulminator.dbr'
Phonoi,MonsterInfrequent Legendary,72.0,WeaponMelee_Axe,,TQ Immortal Throne,xpack/mi_l_machae.dbr,b'records\\xpack\\item\\equipmentweapons\\axemi_l_machae.dbr'
Zhu Rong's Firebow,Legendary,53.0,WeaponHunting_Bow,,TQ,u_e_zhurong'sfirebow.dbr,"b""records\\item\\equipmentweapon\\bowu_e_zhurong'sfirebow.dbr"""
Abyssal Greaves,Legendary,68.0,ArmorProtective_LowerBody,Abyssal Armor,TQ,us_l_abyssalarmor.dbr,b'records\\item\\equipmentgreavesus_l_abyssalarmor.dbr'
Embodiment of Herakles' Might,Common,,ItemRelic,,TQ,02_act1_heraclesmight.dbr,b'records\\item\\relics02_act1_heraclesmight.dbr'
Boots of Alfheim,MonsterInfrequent Epic,60.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_e_alfr.dbr,b'records\\xpack2\\item\\equipmentarmor\\greavesmi_e_alfr.dbr'
Anti-Magic Robes,Epic,27.0,ArmorProtective_UpperBody,Agent of the Order,TQ Immortal Throne,xpack/secreto_torso.dbr,b'records\\xpack\\item\\equipmentarmor\\torsosecreto_torso.dbr'
Onager,Epic,49.0,WeaponMelee_Axe,,TQ,u_e_onager.dbr,b'records\\item\\equipmentweapon\\axeu_e_onager.dbr'
Twisted Coil of the Parasite,Legendary,59.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/um_e_003.dbr,b'records\\xpack\\item\\equipmentarmor\\armbandum_e_003.dbr'
Jarnvidja Nails,Epic,30.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/u_n_11.dbr,b'records\\xpack2\\item\\equipmentweapons\\1hrangedu_n_11.dbr'
Revenant Crown,MonsterInfrequent Epic,48.0,ArmorProtective_Head,,TQ,mi_e_goldenskeleton.dbr,b'records\\item\\equipmenthelmmi_e_goldenskeleton.dbr'
Cupid's Bow,Epic,28.0,WeaponHunting_Bow,,TQ,u_n_cupid'sbow.dbr,"b""records\\item\\equipmentweapon\\bowu_n_cupid'sbow.dbr"""
Outrider's Buckler,MonsterInfrequent Epic,33.0,WeaponArmor_Shield,,TQ,mi_e_centaur.dbr,b'records\\item\\equipmentshieldmi_e_centaur.dbr'
Legionnaire's Buskin,Legendary,75.0,ArmorProtective_LowerBody,Armament of the Fiery Legion,TQ Immortal Throne,xpack/us_l_001.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesus_l_001.dbr'
Druid's Vestment,Epic,42.0,ArmorProtective_UpperBody,Habiliments of the Druid,TQ,usm_e_habilimentsofthedruid.dbr,b'records\\item\\equipmentarmorusm_e_habilimentsofthedruid.dbr'
Batrachos Breastplate,MonsterInfrequent Normal,32.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/mi_n_anouranmelee.dbr,b'records\\xpack\\item\\equipmentarmor\\torsomi_n_anouranmelee.dbr'
Actor's note,Epic,,ItemEquipment,,TQ Ragnarok,xpack2/parchment_x2b.dbr,b'records\\xpack2\\item\\parchmentsparchment_x2b.dbr'
Epic Saber Claw,Common,,ItemCharm,,TQ,02_act3_saberclaw.dbr,b'records\\item\\animalrelics02_act3_saberclaw.dbr'
Detective's Greatcoat,Epic,50.0,ArmorProtective_UpperBody,Raiment of the Baker Street Sage,TQ Immortal Throne,xpack/z_sleuth01.dbr,b'records\\xpack\\item\\equipmentarmor\\torsoz_sleuth01.dbr'
Tunic of Alfheim,MonsterInfrequent Normal,38.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_n_alfr.dbr,b'records\\xpack2\\item\\equipmentarmor\\torsomi_n_alfr.dbr'
Aionios,Legendary,82.0,WeaponArmor_Shield,,TQ Immortal Throne,xpack/u_l_002.dbr,b'records\\xpack\\item\\equipmentweapons\\shieldu_l_002.dbr'
Staff of the Deep,MonsterInfrequent Normal,36.0,WeaponMagical_Staff,,TQ Ragnarok,xpack2/mi_n_fjordmage.dbr,b'records\\xpack2\\item\\equipmentweapons\\staffmi_n_fjordmage.dbr'
Palioxis,MonsterInfrequent Epic,56.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/mi_e_machaemelee.dbr,b'records\\xpack\\item\\equipmentarmor\\armbandmi_e_machaemelee.dbr'
Prometheus Greaves,Epic,28.0,ArmorProtective_LowerBody,Agent of the Order,TQ Immortal Throne,xpack/secreto_greaves.dbr,b'records\\xpack\\item\\equipmentarmor\\greavessecreto_greaves.dbr'
Tunic of the Magi,Legendary,59.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/um_e_002.dbr,b'records\\xpack\\item\\equipmentarmor\\torsoum_e_002.dbr'
Sandstalker Armor,Epic,20.0,ArmorProtective_UpperBody,,TQ,u_n_sandstalkerarmor.dbr,b'records\\item\\equipmentarmoru_n_sandstalkerarmor.dbr'
Seal of the Vigilant,Epic,28.0,WeaponArmor_Shield,Agent of the Order,TQ Immortal Throne,xpack/secreto_shield.dbr,b'records\\xpack\\item\\equipmentweapons\\shieldsecreto_shield.dbr'
Incarnation of Zeus' Thunderbolt,Common,,ItemRelic,,TQ,03_act1_zeusthunderbolt.dbr,b'records\\item\\relics03_act1_zeusthunderbolt.dbr'
Theban Crested Helmet,Epic,12.0,ArmorProtective_Head,Theban Panoply,TQ,us_n_thebanpanoply.dbr,b'records\\item\\equipmenthelmus_n_thebanpanoply.dbr'
Epic Diseased Plumage,Common,,ItemCharm,,TQ,02_multacts_diseasedplumage.dbr,b'records\\item\\animalrelics02_multacts_diseasedplumage.dbr'
Elementalist's Wrap,Epic,42.0,ArmorProtective_Forearm,,TQ,um_e_elementalist'swraps.dbr,"b""records\\item\\equipmentarmbandum_e_elementalist'swraps.dbr"""
Jackal's Harness,MonsterInfrequent Epic,44.0,ArmorProtective_UpperBody,,TQ,mi_e_jackalmanmelee.dbr,b'records\\item\\equipmentarmormi_e_jackalmanmelee.dbr'
Coven Nex,Legendary,59.0,WeaponMelee_Mace,,TQ Immortal Throne,xpack/u_e_002.dbr,b'records\\xpack\\item\\equipmentweapons\\clubu_e_002.dbr'
Ring of Taranis,Legendary,77.0,ArmorJewelry_Ring,,TQ Ragnarok,xpack2/u_l_002.dbr,b'records\\xpack2\\item\\equipmentarmor\\ringu_l_002.dbr'
Atropos' Assistant,Legendary,53.0,WeaponMelee_Axe,,TQ,u_e_atropos'assistant.dbr,"b""records\\item\\equipmentweapon\\axeu_e_atropos'assistant.dbr"""
Helm of the Conqueror,Legendary,63.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/u_e_02.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmu_e_02.dbr'
Embodiment of Anubis' Wrath,Common,,ItemRelic,,TQ,02_act2_anubiswrath.dbr,b'records\\item\\relics02_act2_anubiswrath.dbr'
Deep Sea Trident,MonsterInfrequent Normal,34.0,WeaponHunting_Spear,,TQ Ragnarok,xpack2/mi_n_merfolk.dbr,b'records\\xpack2\\item\\equipmentweapons\\spearmi_n_merfolk.dbr'
Ichthian Stinger,MonsterInfrequent Normal,36.0,WeaponHunting_Bow,,TQ Ragnarok,xpack2/mi_n_fjordmelee.dbr,b'records\\xpack2\\item\\equipmentweapons\\bowmi_n_fjordmelee.dbr'
Leggings of Ker,MonsterInfrequent Epic,56.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/mi_e_keresmage.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesmi_e_keresmage.dbr'
Arcane Formula ~ Eye of the Heavens,Greater,,ItemArtifactFormula,,TQ Immortal Throne,xpack/n_ga_eyeoftheheavens_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulaen_ga_eyeoftheheavens_formula.dbr'
Dune Raider Knives,MonsterInfrequent Epic,2.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/mi_e_duneraider.dbr,b'records\\xpack2\\item\\equipmentweapons\\1hrangedmi_e_duneraider.dbr'
Arbruring,Legendary,56.0,ArmorJewelry_Ring,,TQ Immortal Throne,xpack/u_e_001.dbr,b'records\\xpack\\item\\equipmentarmor\\ringu_e_001.dbr'
Wheel of Taranis,Divine,5.0,ItemArtifact,,TQ Ragnarok,xpack2/e_da_wheeloftaranis.dbr,b'records\\xpack2\\item\\artifactse_da_wheeloftaranis.dbr'
Vile Ichor,Common,,ItemCharm,,TQ,01_act2_vileichor.dbr,b'records\\item\\animalrelics01_act2_vileichor.dbr'
Apples of Idun,Divine,5.0,ItemArtifact,,TQ Ragnarok,xpack2/l_da_applesofidun.dbr,b'records\\xpack2\\item\\artifactsl_da_applesofidun.dbr'
Megingjörd,Legendary,77.0,ArmorProtective_UpperBody,Donar's Might,TQ Ragnarok,xpack2/us_l_donarsmight.dbr,b'records\\xpack2\\item\\equipmentarmor\\torsous_l_donarsmight.dbr'
Myrmidon's Sting,MonsterInfrequent Epic,53.0,WeaponMelee_Axe,,TQ Immortal Throne,xpack/mi_e_formicid.dbr,b'records\\xpack\\item\\equipmentweapons\\axemi_e_formicid.dbr'
Bonecaster Shawl,MonsterInfrequent Epic,57.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_e_trollmage.dbr,b'records\\xpack2\\item\\equipmentarmor\\torsomi_e_trollmage.dbr'
Cover of Night,Epic,24.0,ArmorProtective_UpperBody,,TQ,u_n_coverofnight.dbr,b'records\\item\\equipmentarmoru_n_coverofnight.dbr'
Bracers of Troy,Epic,39.0,ArmorProtective_Forearm,Armor of Troy,TQ,us_e_armoroftroy.dbr,b'records\\item\\equipmentarmbandus_e_armoroftroy.dbr'
Bramblesheath Vest,Epic,12.0,ArmorProtective_UpperBody,,TQ,u_n_bramblesheathvest.dbr,b'records\\item\\equipmentarmoru_n_bramblesheathvest.dbr'
Hierophant's Winding,Epic,39.0,ArmorProtective_Forearm,,TQ,um_e_hierophant'swinding.dbr,"b""records\\item\\equipmentarmbandum_e_hierophant'swinding.dbr"""
Papyrus Winding,Epic,20.0,ArmorProtective_Forearm,,TQ,um_n_papyruswinding.dbr,b'records\\item\\equipmentarmbandum_n_papyruswinding.dbr'
Rogue's Bracers,Epic,49.0,ArmorProtective_Forearm,Rogue's Cover,TQ,us_e_rogue'scover.dbr,"b""records\\item\\equipmentarmbandus_e_rogue'scover.dbr"""
Spartan's Wit,Epic,39.0,WeaponMelee_Sword,,TQ,u_e_spartan'swit.dbr,"b""records\\item\\equipmentweapon\\swordu_e_spartan'swit.dbr"""
Greaves of Troy,Epic,39.0,ArmorProtective_LowerBody,Armor of Troy,TQ,us_e_armoroftroy.dbr,b'records\\item\\equipmentgreavesus_e_armoroftroy.dbr'
Hecate's Rod,Legendary,65.0,WeaponMagical_Staff,,TQ,u_l_hecate'srod.dbr,"b""records\\item\\equipmentweapon\\staffu_l_hecate'srod.dbr"""
Nubian Deflector,Epic,20.0,WeaponArmor_Shield,,TQ,u_n_nubiandeflector.dbr,b'records\\item\\equipmentshieldu_n_nubiandeflector.dbr'
Schlilsh's Skinner,MonsterInfrequent Epic,53.0,WeaponMelee_Sword,,TQ Immortal Throne,xpack/mi_e_anouran.dbr,b'records\\xpack\\item\\equipmentweapons\\swordmi_e_anouran.dbr'
Scepter of the Liche King,MonsterInfrequent Legendary,69.0,WeaponMagical_Staff,,TQ,mi_l_liche.dbr,b'records\\item\\equipmentweapon\\staffmi_l_liche.dbr'
Brute's Plate,MonsterInfrequent Epic,37.0,ArmorProtective_UpperBody,,TQ,mi_e_satyrbrute.dbr,b'records\\item\\equipmentarmormi_e_satyrbrute.dbr'
The Last Emperor,Legendary,75.0,WeaponHunting_Spear,,TQ Immortal Throne,xpack/u_l_002.dbr,b'records\\xpack\\item\\equipmentweapons\\spearu_l_002.dbr'
The Boar of Witham,Epic,38.0,WeaponArmor_Shield,,TQ Ragnarok,xpack2/u_n_01.dbr,b'records\\xpack2\\item\\equipmentweapons\\shieldu_n_01.dbr'
Rings of the Chosen,MonsterInfrequent Legendary,76.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/mi_l_nerthusshaman.dbr,b'records\\xpack2\\item\\equipmentarmor\\armbandmi_l_nerthusshaman.dbr'
Essence of Ogmios' Eloquence,Common,,ItemRelic,,TQ Ragnarok,xpack2/01_act5_ogmioseloquence.dbr,b'records\\xpack2\\item\\relics01_act5_ogmioseloquence.dbr'
Witch Doctor's Bracelet,MonsterInfrequent Legendary,68.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/mi_l_anouranmage.dbr,b'records\\xpack\\item\\equipmentarmor\\armbandmi_l_anouranmage.dbr'
Necromancer's Staff,Epic,12.0,WeaponMagical_Staff,Necromancer's Habiliment,TQ,us_n_necromancer'shabiliment.dbr,"b""records\\item\\equipmentweapon\\staffus_n_necromancer'shabiliment.dbr"""
Soldier's Skullplate,MonsterInfrequent Legendary,69.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/mi_l_formicidmelee01.dbr,b'records\\xpack\\item\\equipmentarmor\\helmmi_l_formicidmelee01.dbr'
Kára's Stirrer,Epic,38.0,WeaponMagical_Staff,,TQ Ragnarok,xpack2/u_n_03.dbr,b'records\\xpack2\\item\\equipmentweapons\\staffu_n_03.dbr'
Thutmose's Buckler,Epic,20.0,WeaponArmor_Shield,,TQ,u_n_thutmose'buckler.dbr,"b""records\\item\\equipmentshieldu_n_thutmose'buckler.dbr"""
Blacksteel Spike,MonsterInfrequent Legendary,79.0,WeaponHunting_Spear,,TQ Ragnarok,xpack2/mi_l_eldjotun.dbr,b'records\\xpack2\\item\\equipmentweapons\\spearmi_l_eldjotun.dbr'
Tengpai,Epic,46.0,WeaponArmor_Shield,,TQ,u_e_tengpai.dbr,b'records\\item\\equipmentshieldu_e_tengpai.dbr'
Head Hunter's Axe,MonsterInfrequent Legendary,67.0,WeaponMelee_Axe,,TQ,mi_l_dragonian.dbr,b'records\\item\\equipmentweapon\\axemi_l_dragonian.dbr'
Boots of Freyja,Legendary,79.0,ArmorProtective_LowerBody,Freyja's Panoply,TQ Ragnarok,xpack2/usm_l_freyja.dbr,b'records\\xpack2\\item\\equipmentarmor\\greavesusm_l_freyja.dbr'
Truesilver Bracelet,Legendary,65.0,ArmorProtective_Forearm,,TQ,um_l_truesilverbracelet.dbr,b'records\\item\\equipmentarmbandum_l_truesilverbracelet.dbr'
Scepter of Erebus,Epic,33.0,WeaponMagical_Staff,Vestments of Erebus,TQ Immortal Throne,xpack/usm_n_001.dbr,b'records\\xpack\\item\\equipmentweapons\\staffusm_n_001.dbr'
Arcane Formula ~ Druidic Wreath,Greater,,ItemArtifactFormula,,TQ Immortal Throne,xpack/n_ga_druidicwreath_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulaen_ga_druidicwreath_formula.dbr'
Santa's Peppermint,Epic,50.0,WeaponArmor_Shield,Santa's Garb,TQ Immortal Throne,xpack/z_santa01.dbr,b'records\\xpack\\item\\equipmentweapons\\shieldz_santa01.dbr'
Soldier's Chitin,MonsterInfrequent Legendary,69.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/mi_l_formicidmelee01.dbr,b'records\\xpack\\item\\equipmentarmor\\torsomi_l_formicidmelee01.dbr'
