Name,Classification,Item Level,Type,Set Name,From,"Item
DB Record",record,dbr,pack,id
Greaves of the Sphinx,Epic,45.0,ArmorProtective_LowerBody,The Sphinx,TQ,us_e_thesphinx.dbr,records\item\equipmentgreaves\us_e_thesphinx.dbr,us_e_thesphinx.dbr,Original,Greaves_of_the_Sphinx_0
Jagged Hoplon,Epic,8.0,WeaponArmor_Shield,,TQ,u_n_jaggedhoplon.dbr,records\item\equipmentshield\u_n_jaggedhoplon.dbr,u_n_jaggedhoplon.dbr,Original,Jagged_Hoplon_0
Jin Dun,Epic,28.0,WeaponArmor_Shield,,TQ,u_n_jindun.dbr,records\item\equipmentshield\u_n_jindun.dbr,u_n_jindun.dbr,Original,Jin_Dun_0
Warden's Greaves,Epic,42.0,ArmorProtective_LowerBody,Warden's Charge,TQ,us_e_warden'scharge.dbr,records\item\equipmentgreaves\us_e_warden'scharge.dbr,us_e_warden'scharge.dbr,Original,Wardens_Greaves_0
Scroll of Oneiros,Lesser,5.0,ItemArtifact,,TQ Immortal Throne,xpack/n_la_scrollofoneiros.dbr,records\xpack\item\artifacts\n_la_scrollofoneiros.dbr,n_la_scrollofoneiros.dbr,xpack,Scroll_of_Oneiros_0
Ichthian Oracle's Crown,MonsterInfrequent Epic,51.0,ArmorProtective_Head,,TQ,mi_e_ichthianmage.dbr,records\item\equipmenthelm\mi_e_ichthianmage.dbr,mi_e_ichthianmage.dbr,Original,Ichthian_Oracles_Crown_2
Blacksteel Plate,MonsterInfrequent Normal,38.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_n_eldjotun.dbr,records\xpack2\item\equipmentarmor\torso\mi_n_eldjotun.dbr,mi_n_eldjotun.dbr,xpack2,Blacksteel_Plate_2
Blight,Epic,45.0,WeaponMelee_Mace,,TQ,u_e_blight.dbr,records\item\equipmentweapon\club\u_e_blight.dbr,u_e_blight.dbr,Original,Blight_0
Truncheon of Malice,Legendary,53.0,WeaponMelee_Mace,,TQ,u_e_truncheonofmalice.dbr,records\item\equipmentweapon\club\u_e_truncheonofmalice.dbr,u_e_truncheonofmalice.dbr,Original,Truncheon_of_Malice_0
Coil of Ker,MonsterInfrequent Epic,56.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/mi_e_keresmage.dbr,records\xpack\item\equipmentarmor\armband\mi_e_keresmage.dbr,mi_e_keresmage.dbr,xpack,Coil_of_Ker_2
Bracers of the Argonauts,Legendary,75.0,ArmorProtective_Forearm,The Argonaut,TQ Immortal Throne,xpack/u_l_001.dbr,records\xpack\item\equipmentarmor\armband\u_l_001.dbr,u_l_001.dbr,xpack,Bracers_of_the_Argonauts_0
Wraps of Erebus,Epic,33.0,ArmorProtective_LowerBody,Vestments of Erebus,TQ Immortal Throne,xpack/usm_n_001.dbr,records\xpack\item\equipmentarmor\greaves\usm_n_001.dbr,usm_n_001.dbr,xpack,Wraps_of_Erebus_0
Alexander's Spear,Legendary,68.0,WeaponHunting_Spear,Alexander's Panoply,TQ,us_l_alexander'spanoply.dbr,records\item\equipmentweapon\spear\us_l_alexander'spanoply.dbr,us_l_alexander'spanoply.dbr,Original,Alexanders_Spear_0
Ardent Greaves,Epic,16.0,ArmorProtective_LowerBody,,TQ,u_n_ardentgreaves.dbr,records\item\equipmentgreaves\u_n_ardentgreaves.dbr,u_n_ardentgreaves.dbr,Original,Ardent_Greaves_0
Earthen Talisman,Lesser,5.0,ItemArtifact,,TQ Immortal Throne,xpack/e_la_earthentalisman.dbr,records\xpack\item\artifacts\e_la_earthentalisman.dbr,e_la_earthentalisman.dbr,xpack,Earthen_Talisman_0
Glaevin's Breastplate,Epic,28.0,ArmorProtective_UpperBody,,TQ,u_n_glaevin'sbreastplate.dbr,records\item\equipmentarmor\u_n_glaevin'sbreastplate.dbr,u_n_glaevin'sbreastplate.dbr,Original,Glaevins_Breastplate_0
Ceremonial Greaves,MonsterInfrequent Epic,47.0,ArmorProtective_LowerBody,,TQ,mi_e_mummy.dbr,records\item\equipmentgreaves\mi_e_mummy.dbr,mi_e_mummy.dbr,Original,Ceremonial_Greaves_2
Porphyrion's Gauntlets,MonsterInfrequent Normal,,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/mi_n_gigantesmelee.dbr,records\xpack\item\equipmentarmor\armband\mi_n_gigantesmelee.dbr,mi_n_gigantesmelee.dbr,xpack,Porphyrions_Gauntlets_2
Talisman of the Jade Emperor,Divine,5.0,ItemArtifact,,TQ Immortal Throne,xpack/l_da_talismanofthejadeemperor.dbr,records\xpack\item\artifacts\l_da_talismanofthejadeemperor.dbr,l_da_talismanofthejadeemperor.dbr,xpack,Talisman_of_the_Jade_Emperor_0
The Khan's Hunting Harness,Legendary,53.0,ArmorProtective_UpperBody,,TQ,u_e_thekhan'shuntingharness.dbr,records\item\equipmentarmor\u_e_thekhan'shuntingharness.dbr,u_e_thekhan'shuntingharness.dbr,Original,The_Khans_Hunting_Harness_0
Sucellus Legguards,Epic,37.0,ArmorProtective_LowerBody,Sucellus' Clasps,TQ Ragnarok,xpack2/us_n_sucellus.dbr,records\xpack2\item\equipmentarmor\greaves\us_n_sucellus.dbr,us_n_sucellus.dbr,xpack2,Sucellus_Legguards_0
Arcane Formula ~ Leafsong,Lesser,,ItemArtifactFormula,,TQ Immortal Throne,xpack/n_la_leafsong_formula.dbr,records\xpack\item\artifacts\arcaneformulae\n_la_leafsong_formula.dbr,n_la_leafsong_formula.dbr,xpack,Arcane_Formula_~_Leafsong_0
Bracers of the Minotaur,MonsterInfrequent Normal,15.0,ArmorProtective_Forearm,,TQ,mi_n_minotaur.dbr,records\item\equipmentarmband\mi_n_minotaur.dbr,mi_n_minotaur.dbr,Original,Bracers_of_the_Minotaur_1
Epic Rigid Carapace,Common,,ItemCharm,,TQ,02_multacts_rigidcarapace.dbr,records\item\animalrelics\02_multacts_rigidcarapace.dbr,02_multacts_rigidcarapace.dbr,Original,Epic_Rigid_Carapace_0
Turquoise Bow,Epic,16.0,WeaponHunting_Bow,,TQ,u_n_turquoisebow.dbr,records\item\equipmentweapon\bow\u_n_turquoisebow.dbr,u_n_turquoisebow.dbr,Original,Turquoise_Bow_0
Santa's Winter Coat,Epic,50.0,ArmorProtective_UpperBody,Santa's Garb,TQ Immortal Throne,xpack/z_santa01.dbr,records\xpack\item\equipmentarmor\torso\z_santa01.dbr,z_santa01.dbr,xpack,Santas_Winter_Coat_0
Legendary Mechanical Parts,Common,,ItemCharm,,TQ,03_multacts_mechanicalparts.dbr,records\item\animalrelics\03_multacts_mechanicalparts.dbr,03_multacts_mechanicalparts.dbr,Original,Legendary_Mechanical_Parts_0
Reizar F'nai Cuirass,Epic,39.0,ArmorProtective_UpperBody,,TQ,u_e_reizarf'naicuirass.dbr,records\item\equipmentarmor\u_e_reizarf'naicuirass.dbr,u_e_reizarf'naicuirass.dbr,Original,Reizar_Fnai_Cuirass_0
Arcane Formula ~ Amber Flask,Lesser,,ItemArtifactFormula,,TQ Immortal Throne,xpack/n_la_amberflask_formula.dbr,records\xpack\item\artifacts\arcaneformulae\n_la_amberflask_formula.dbr,n_la_amberflask_formula.dbr,xpack,Arcane_Formula_~_Amber_Flask_0
Falcon Cape,Legendary,63.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/u_e_02.dbr,records\xpack2\item\equipmentarmor\torso\u_e_02.dbr,u_e_02.dbr,xpack2,Falcon_Cape_0
Essence of the Code of Hammurabi,Common,,ItemRelic,,TQ,01_act3_codeofhammurabi.dbr,records\item\relics\01_act3_codeofhammurabi.dbr,01_act3_codeofhammurabi.dbr,Original,Essence_of_the_Code_of_Hammurabi_0
Iaculus,Epic,39.0,WeaponHunting_Bow,,TQ,u_e_iaculus.dbr,records\item\equipmentweapon\bow\u_e_iaculus.dbr,u_e_iaculus.dbr,Original,Iaculus_0
Essence of Prometheus' Flame,Common,,ItemRelic,,TQ,01_act1_prometheusflame.dbr,records\item\relics\01_act1_prometheusflame.dbr,01_act1_prometheusflame.dbr,Original,Essence_of_Prometheus_Flame_0
Marauder's Greaves,MonsterInfrequent Normal,24.0,ArmorProtective_LowerBody,,TQ,mi_n_neanderthalmelee.dbr,records\item\equipmentgreaves\mi_n_neanderthalmelee.dbr,mi_n_neanderthalmelee.dbr,Original,Marauders_Greaves_1
Ichthian Oracle's Vestment,MonsterInfrequent Epic,48.0,ArmorProtective_UpperBody,,TQ,mi_e_ichthianmage.dbr,records\item\equipmentarmor\mi_e_ichthianmage.dbr,mi_e_ichthianmage.dbr,Original,Ichthian_Oracles_Vestment_2
Pan's Headdress,Legendary,56.0,ArmorProtective_Head,,TQ,u_e_pan'sheaddress.dbr,records\item\equipmenthelm\u_e_pan'sheaddress.dbr,u_e_pan'sheaddress.dbr,Original,Pans_Headdress_0
The Night Mistress's Clutch,MonsterInfrequent Epic,54.0,WeaponMagical_Staff,,TQ Immortal Throne,xpack/mi_e_empousa.dbr,records\xpack\item\equipmentweapons\staff\mi_e_empousa.dbr,mi_e_empousa.dbr,xpack,The_Night_Mistresss_Clutch_2
Buskins of Valhöll,MonsterInfrequent Legendary,78.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_l_einherjar.dbr,records\xpack2\item\equipmentarmor\greaves\mi_l_einherjar.dbr,mi_l_einherjar.dbr,xpack2,Buskins_of_Valhöll_2
Sagaris Cocytus,Epic,33.0,WeaponMelee_Axe,,TQ Immortal Throne,xpack/u_n_002.dbr,records\xpack\item\equipmentweapons\axe\u_n_002.dbr,u_n_002.dbr,xpack,Sagaris_Cocytus_0
Blacksteel Bracers,MonsterInfrequent Epic,60.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/mi_e_eldjotun.dbr,records\xpack2\item\equipmentarmor\armband\mi_e_eldjotun.dbr,mi_e_eldjotun.dbr,xpack2,Blacksteel_Bracers_2
Thoth's Glory,Divine,5.0,ItemArtifact,,TQ Immortal Throne,xpack/l_da_thothsglory.dbr,records\xpack\item\artifacts\l_da_thothsglory.dbr,l_da_thothsglory.dbr,xpack,Thoths_Glory_0
Crown of the Deep,MonsterInfrequent Normal,36.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_n_fjordmage.dbr,records\xpack2\item\equipmentarmor\helm\mi_n_fjordmage.dbr,mi_n_fjordmage.dbr,xpack2,Crown_of_the_Deep_2
Gauntlets of Implacable Will,Epic,33.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/u_n_001.dbr,records\xpack\item\equipmentarmor\armband\u_n_001.dbr,u_n_001.dbr,xpack,Gauntlets_of_Implacable_Will_0
Megalesios' Veil,MonsterInfrequent Normal,15.0,ArmorProtective_UpperBody,,TQ,mi_n_telkine.dbr,records\item\equipmentarmor\mi_n_telkine.dbr,mi_n_telkine.dbr,Original,Megalesios_Veil_2
Chakram of the Moon,Legendary,69.0,WeaponHunting_RangedOneHand,Sun & Moon,TQ Ragnarok,xpack2/u_l_04.dbr,records\xpack2\item\equipmentweapons\1hranged\u_l_04.dbr,u_l_04.dbr,xpack2,Chakram_of_the_Moon_0
The Night Mistress' Bracelet,MonsterInfrequent Epic,57.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/mi_e_empusamage.dbr,records\xpack\item\equipmentarmor\armband\mi_e_empusamage.dbr,mi_e_empusamage.dbr,xpack,The_Night_Mistress_Bracelet_2
Harbinger's Helm,Epic,56.0,ArmorProtective_Head,The Harbinger,TQ Immortal Throne,xpack/us_e_004.dbr,records\xpack\item\equipmentarmor\helm\us_e_004.dbr,us_e_004.dbr,xpack,Harbingers_Helm_0
Bracers of the Minotaur,MonsterInfrequent Legendary,62.0,ArmorProtective_Forearm,,TQ,mi_l_minotaur.dbr,records\item\equipmentarmband\mi_l_minotaur.dbr,mi_l_minotaur.dbr,Original,Bracers_of_the_Minotaur_2
Umbral Crown,Epic,50.0,ArmorProtective_Head,Umbral Raiment,TQ,usm_e_umbralraiment.dbr,records\item\equipmenthelm\usm_e_umbralraiment.dbr,usm_e_umbralraiment.dbr,Original,Umbral_Crown_0
Staff of Njord,Epic,61.0,WeaponMagical_Staff,,TQ Ragnarok,xpack2/u_e_02.dbr,records\xpack2\item\equipmentweapons\staff\u_e_02.dbr,u_e_02.dbr,xpack2,Staff_of_Njord_0
Small Torch,Epic,14.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/u_n_03.dbr,records\xpack2\item\equipmentweapons\1hranged\u_n_03.dbr,u_n_03.dbr,xpack2,Small_Torch_0
Sentinel's Cuirass,MonsterInfrequent Normal,12.0,ArmorProtective_UpperBody,,TQ,mi_n_gorgonmelee.dbr,records\item\equipmentarmor\mi_n_gorgonmelee.dbr,mi_n_gorgonmelee.dbr,Original,Sentinels_Cuirass_2
Chakram of the Sun,Legendary,68.0,WeaponHunting_RangedOneHand,Sun & Moon,TQ Ragnarok,xpack2/u_l_03.dbr,records\xpack2\item\equipmentweapons\1hranged\u_l_03.dbr,u_l_03.dbr,xpack2,Chakram_of_the_Sun_0
Scythian Touch,Epic,24.0,WeaponHunting_Bow,,TQ,u_n_scythiantouch.dbr,records\item\equipmentweapon\bow\u_n_scythiantouch.dbr,u_n_scythiantouch.dbr,Original,Scythian_Touch_0
Apollo's Curved Bow,Legendary,65.0,WeaponHunting_Bow,,TQ,u_l_apollo'scurvedbow.dbr,records\item\equipmentweapon\bow\u_l_apollo'scurvedbow.dbr,u_l_apollo'scurvedbow.dbr,Original,Apollos_Curved_Bow_0
Apple Bearer's Bracer,Epic,39.0,ArmorProtective_Forearm,Armor of the Immortal Guard,TQ,us_e_armoroftheimmortalguard.dbr,records\item\equipmentarmband\us_e_armoroftheimmortalguard.dbr,us_e_armoroftheimmortalguard.dbr,Original,Apple_Bearers_Bracer_0
Bandari's Corselet,MonsterInfrequent Normal,26.0,ArmorProtective_UpperBody,,TQ,mi_n_bandari.dbr,records\item\equipmentarmor\mi_n_bandari.dbr,mi_n_bandari.dbr,Original,Bandaris_Corselet_2
Boots of the Allfather,Legendary,79.0,ArmorProtective_LowerBody,Raiments of Wodan,TQ Ragnarok,xpack2/usm_l_allfather.dbr,records\xpack2\item\equipmentarmor\greaves\usm_l_allfather.dbr,usm_l_allfather.dbr,xpack2,Boots_of_the_Allfather_0
Sunwheel Brooch,Epic,38.0,ArmorJewelry_Amulet,,TQ Ragnarok,xpack2/u_n_002.dbr,records\xpack2\item\equipmentarmor\amulet\u_n_002.dbr,u_n_002.dbr,xpack2,Sunwheel_Brooch_0
Marauder's Greaves,MonsterInfrequent Epic,52.0,ArmorProtective_LowerBody,,TQ,mi_e_neanderthalmelee.dbr,records\item\equipmentgreaves\mi_e_neanderthalmelee.dbr,mi_e_neanderthalmelee.dbr,Original,Marauders_Greaves_2
Bandari's Helm,MonsterInfrequent Normal,26.0,ArmorProtective_Head,,TQ,mi_n_bandari.dbr,records\item\equipmenthelm\mi_n_bandari.dbr,mi_n_bandari.dbr,Original,Bandaris_Helm_2
Helm of Odysseus,Legendary,56.0,ArmorProtective_Head,,TQ,u_e_helmofoddyseus.dbr,records\item\equipmenthelm\u_e_helmofoddyseus.dbr,u_e_helmofoddyseus.dbr,Original,Helm_of_Odysseus_0
Beastrend,Epic,24.0,WeaponMelee_Axe,,TQ,u_n_beastrend.dbr,records\item\equipmentweapon\axe\u_n_beastrend.dbr,u_n_beastrend.dbr,Original,Beastrend_0
Bracelets of Aman'Da,Legendary,68.0,ArmorProtective_Forearm,,TQ,um_l_braceletofaman'da.dbr,records\item\equipmentarmband\um_l_braceletofaman'da.dbr,um_l_braceletofaman'da.dbr,Original,Bracelets_of_AmanDa_0
Oracle's Wreath,Epic,12.0,ArmorProtective_Head,Oracle's Garments,TQ,usm_n_oracle'sgarments.dbr,records\item\equipmenthelm\usm_n_oracle'sgarments.dbr,usm_n_oracle'sgarments.dbr,Original,Oracles_Wreath_0
Epic Demon's Blood,Common,,ItemCharm,,TQ,02_multacts_demonsblood.dbr,records\item\animalrelics\02_multacts_demonsblood.dbr,02_multacts_demonsblood.dbr,Original,Epic_Demons_Blood_0
Aegis of Atreus,Epic,59.0,ArmorProtective_UpperBody,Atreidae,TQ Immortal Throne,xpack/us_e_001.dbr,records\xpack\item\equipmentarmor\torso\us_e_001.dbr,us_e_001.dbr,xpack,Aegis_of_Atreus_0
Tyrant's Fist,Greater,5.0,ItemArtifact,,TQ Immortal Throne,xpack/l_ga_tyrantsfist.dbr,records\xpack\item\artifacts\l_ga_tyrantsfist.dbr,l_ga_tyrantsfist.dbr,xpack,Tyrants_Fist_0
Eldritch's Bow,MonsterInfrequent Epic,41.0,WeaponHunting_Bow,,TQ,mi_e_duneraider.dbr,records\item\equipmentweapon\bow\mi_e_duneraider.dbr,mi_e_duneraider.dbr,Original,Eldritchs_Bow_2
Bramblewood Bow,MonsterInfrequent Legendary,71.0,WeaponHunting_Bow,,TQ Immortal Throne,xpack/mi_l_anouran.dbr,records\xpack\item\equipmentweapons\bow\mi_l_anouran.dbr,mi_l_anouran.dbr,xpack,Bramblewood_Bow_2
Tarwater's Shade,Epic,50.0,ArmorProtective_Head,The Texan,TQ Immortal Throne,xpack/z_cowboy01.dbr,records\xpack\item\equipmentarmor\helm\z_cowboy01.dbr,z_cowboy01.dbr,xpack,Tarwaters_Shade_0
Troll's Branch,MonsterInfrequent Legendary,76.0,WeaponMagical_Staff,,TQ Ragnarok,xpack2/mi_l_troll.dbr,records\xpack2\item\equipmentweapons\staff\mi_l_troll.dbr,mi_l_troll.dbr,xpack2,Trolls_Branch_2
Bracelets of Storms,Epic,47.0,ArmorProtective_Forearm,Raiment of the Storm,TQ,usm_e_raimentofthestorm.dbr,records\item\equipmentarmband\usm_e_raimentofthestorm.dbr,usm_e_raimentofthestorm.dbr,Original,Bracelets_of_Storms_0
Staff of the Falcon,Epic,20.0,WeaponMagical_Staff,,TQ,u_n_staffofthefalcon.dbr,records\item\equipmentweapon\staff\u_n_staffofthefalcon.dbr,u_n_staffofthefalcon.dbr,Original,Staff_of_the_Falcon_0
Scylla,Legendary,65.0,WeaponMelee_Axe,Bane of Messina,TQ,us_l_baneofmessia01.dbr,records\item\equipmentweapon\axe\us_l_baneofmessia01.dbr,us_l_baneofmessia01.dbr,Original,Scylla_0
Embodiment of Amun-Ra's Glory,Common,,ItemRelic,,TQ,02_act2_amunrasglory.dbr,records\item\relics\02_act2_amunrasglory.dbr,02_act2_amunrasglory.dbr,Original,Embodiment_of_Amun_Ras_Glory_0
Embodiment of Ogmios' Eloquence,Common,,ItemRelic,,TQ Ragnarok,xpack2/02_act5_ogmioseloquence.dbr,records\xpack2\item\relics\02_act5_ogmioseloquence.dbr,02_act5_ogmioseloquence.dbr,xpack2,Embodiment_of_Ogmios_Eloquence_0
Patroclus' Shortblade,Epic,12.0,WeaponMelee_Sword,,TQ,u_n_patroclus'shortblade.dbr,records\item\equipmentweapon\sword\u_n_patroclus'shortblade.dbr,u_n_patroclus'shortblade.dbr,Original,Patroclus_Shortblade_0
Pendant of Skadi,Legendary,61.0,ArmorJewelry_Amulet,,TQ Ragnarok,xpack2/u_e_003.dbr,records\xpack2\item\equipmentarmor\amulet\u_e_003.dbr,u_e_003.dbr,xpack2,Pendant_of_Skadi_0
Warlord's Helm,MonsterInfrequent Normal,25.0,ArmorProtective_Head,,TQ,mi_n_tigermanchampion.dbr,records\item\equipmenthelm\mi_n_tigermanchampion.dbr,mi_n_tigermanchampion.dbr,Original,Warlords_Helm_2
Gog,MonsterInfrequent Legendary,70.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/mi_l_troglodytemelee.dbr,records\xpack\item\equipmentarmor\greaves\mi_l_troglodytemelee.dbr,mi_l_troglodytemelee.dbr,xpack,Gog_2
Belisama's Greaves,Legendary,61.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/u_e_03.dbr,records\xpack2\item\equipmentarmor\greaves\u_e_03.dbr,u_e_03.dbr,xpack2,Belisamas_Greaves_0
Brennus' Plate,Epic,38.0,ArmorProtective_UpperBody,Brennus' Pride,TQ Ragnarok,xpack2/us_n_brennus.dbr,records\xpack2\item\equipmentarmor\torso\us_n_brennus.dbr,us_n_brennus.dbr,xpack2,Brennus_Plate_0
Demon's Blood,Common,,ItemCharm,,TQ,01_multacts_demonsblood.dbr,records\item\animalrelics\01_multacts_demonsblood.dbr,01_multacts_demonsblood.dbr,Original,Demons_Blood_0
Phulakterion,Epic,36.0,WeaponArmor_Shield,,TQ,u_e_phulakterion.dbr,records\item\equipmentshield\u_e_phulakterion.dbr,u_e_phulakterion.dbr,Original,Phulakterion_0
Arcane Formula ~ Wheel of Taranis,Divine,,ItemArtifactFormula,,TQ Ragnarok,xpack2/e_da_wheeloftaranis_formula.dbr,records\xpack2\item\artifacts\arcaneformulae\e_da_wheeloftaranis_formula.dbr,e_da_wheeloftaranis_formula.dbr,xpack2,Arcane_Formula_~_Wheel_of_Taranis_0
Onuris' Spear,Legendary,65.0,WeaponHunting_Spear,,TQ,u_l_onuris'spear.dbr,records\item\equipmentweapon\spear\u_l_onuris'spear.dbr,u_l_onuris'spear.dbr,Original,Onuris_Spear_0
Bear Rider's Garb,MonsterInfrequent Legendary,78.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_l_yerren.dbr,records\xpack2\item\equipmentarmor\torso\mi_l_yerren.dbr,mi_l_yerren.dbr,xpack2,Bear_Riders_Garb_2
Arcane Formula ~ Lyre of Apollo,Divine,,ItemArtifactFormula,,TQ Immortal Throne,xpack/l_da_lyreofapollo_formula.dbr,records\xpack\item\artifacts\arcaneformulae\l_da_lyreofapollo_formula.dbr,l_da_lyreofapollo_formula.dbr,xpack,Arcane_Formula_~_Lyre_of_Apollo_0
Ramses' Scepter,Epic,20.0,WeaponMelee_Mace,Ramses' Royal Armor,TQ,us_n_ramses'royalarmor.dbr,records\item\equipmentweapon\club\us_n_ramses'royalarmor.dbr,us_n_ramses'royalarmor.dbr,Original,Ramses_Scepter_0
Blacksteel Spike,MonsterInfrequent Normal,38.0,WeaponHunting_Spear,,TQ Ragnarok,xpack2/mi_n_eldjotun.dbr,records\xpack2\item\equipmentweapons\spear\mi_n_eldjotun.dbr,mi_n_eldjotun.dbr,xpack2,Blacksteel_Spike_2
Hood of the Chosen,MonsterInfrequent Epic,57.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_e_nerthusshaman.dbr,records\xpack2\item\equipmentarmor\helm\mi_e_nerthusshaman.dbr,mi_e_nerthusshaman.dbr,xpack2,Hood_of_the_Chosen_2
Santa's Gloves,Epic,50.0,ArmorProtective_Forearm,Santa's Garb,TQ Immortal Throne,xpack/z_santa01.dbr,records\xpack\item\equipmentarmor\armband\z_santa01.dbr,z_santa01.dbr,xpack,Santas_Gloves_0
Mystic's Shield,Epic,20.0,WeaponArmor_Shield,,TQ,u_n_mystic'sshield.dbr,records\item\equipmentshield\u_n_mystic'sshield.dbr,u_n_mystic'sshield.dbr,Original,Mystics_Shield_0
Epic Viny Growth,Common,,ItemCharm,,TQ,02_act3_vinygrowth.dbr,records\item\animalrelics\02_act3_vinygrowth.dbr,02_act3_vinygrowth.dbr,Original,Epic_Viny_Growth_0
Legendary Fury's Heartblood,Common,,ItemCharm,,TQ Immortal Throne,xpack/03_act4_furysheartblood.dbr,records\xpack\item\charms\03_act4_furysheartblood.dbr,03_act4_furysheartblood.dbr,xpack,Legendary_Furys_Heartblood_0
Ordu Arm-guard,Epic,59.0,ArmorProtective_Forearm,The Ordu,TQ Immortal Throne,xpack/us_e_005.dbr,records\xpack\item\equipmentarmor\armband\us_e_005.dbr,us_e_005.dbr,xpack,Ordu_Arm_guard_0
Babylonian Spear,Epic,24.0,WeaponHunting_Spear,Babylonian Raiment,TQ,us_n_babylonianraiment.dbr,records\item\equipmentweapon\spear\us_n_babylonianraiment.dbr,us_n_babylonianraiment.dbr,Original,Babylonian_Spear_0
Windswept Harness,MonsterInfrequent Epic,44.0,ArmorProtective_UpperBody,,TQ,mi_e_duneraider.dbr,records\item\equipmentarmor\mi_e_duneraider.dbr,mi_e_duneraider.dbr,Original,Windswept_Harness_2
Carnyx,Lesser,5.0,ItemArtifact,,TQ Ragnarok,xpack2/n_la_carnyx.dbr,records\xpack2\item\artifacts\n_la_carnyx.dbr,n_la_carnyx.dbr,xpack2,Carnyx_0
Master Forge Armbands,MonsterInfrequent Legendary,78.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/mi_l_dvergrmelee.dbr,records\xpack2\item\equipmentarmor\armband\mi_l_dvergrmelee.dbr,mi_l_dvergrmelee.dbr,xpack2,Master_Forge_Armbands_2
Wing Chun's Tear,Epic,28.0,WeaponMelee_Sword,,TQ,u_n_wingchunstear.dbr,records\item\equipmentweapon\sword\u_n_wingchunstear.dbr,u_n_wingchunstear.dbr,Original,Wing_Chuns_Tear_0
Blood of Ouranos,Legendary,65.0,WeaponHunting_Spear,,TQ,u_l_bloodofouranos.dbr,records\item\equipmentweapon\spear\u_l_bloodofouranos.dbr,u_l_bloodofouranos.dbr,Original,Blood_of_Ouranos_0
Torc of Cernunnos,Legendary,77.0,ArmorJewelry_Amulet,Guise of the Horned God,TQ Ragnarok,xpack2/us_l_hornedgod.dbr,records\xpack2\item\equipmentarmor\amulet\us_l_hornedgod.dbr,us_l_hornedgod.dbr,xpack2,Torc_of_Cernunnos_0
Exotic Armguard,MonsterInfrequent Legendary,66.0,ArmorProtective_Forearm,,TQ,mi_l_tropicalarachnos.dbr,records\item\equipmentarmband\mi_l_tropicalarachnos.dbr,mi_l_tropicalarachnos.dbr,Original,Exotic_Armguard_2
Scepter of Thanatos,Legendary,68.0,WeaponMelee_Mace,,TQ,u_l_scepterofthanatos.dbr,records\item\equipmentweapon\club\u_l_scepterofthanatos.dbr,u_l_scepterofthanatos.dbr,Original,Scepter_of_Thanatos_0
Spectral Matter,Common,,ItemCharm,,TQ,01_multacts_spectralmatter.dbr,records\item\animalrelics\01_multacts_spectralmatter.dbr,01_multacts_spectralmatter.dbr,Original,Spectral_Matter_0
Robe of Elemental Fury,Epic,33.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/um_n_001.dbr,records\xpack\item\equipmentarmor\torso\um_n_001.dbr,um_n_001.dbr,xpack,Robe_of_Elemental_Fury_0
Detective's Gloves,Epic,50.0,ArmorProtective_Forearm,Raiment of the Baker Street Sage,TQ Immortal Throne,xpack/z_sleuth01.dbr,records\xpack\item\equipmentarmor\armband\z_sleuth01.dbr,z_sleuth01.dbr,xpack,Detectives_Gloves_0
Chromatic Staff,Legendary,53.0,WeaponMagical_Staff,,TQ,u_e_chromaticstaff.dbr,records\item\equipmentweapon\staff\u_e_chromaticstaff.dbr,u_e_chromaticstaff.dbr,Original,Chromatic_Staff_0
Ring of the Shang,Epic,28.0,ArmorJewelry_Ring,,TQ,u_n_ringoftheshang.dbr,records\item\equipmentring\u_n_ringoftheshang.dbr,u_n_ringoftheshang.dbr,Original,Ring_of_the_Shang_0
Gaer Bolga,Epic,37.0,WeaponHunting_Spear,,TQ Ragnarok,xpack2/u_n_02.dbr,records\xpack2\item\equipmentweapons\spear\u_n_02.dbr,u_n_02.dbr,xpack2,Gaer_Bolga_0
Golden Decapitator,Legendary,79.0,WeaponMelee_Axe,,TQ Ragnarok,xpack2/u_l_03.dbr,records\xpack2\item\equipmentweapons\axe\u_l_03.dbr,u_l_03.dbr,xpack2,Golden_Decapitator_0
Dvergr-Forged Edge Mace,MonsterInfrequent Legendary,78.0,WeaponMelee_Mace,,TQ Ragnarok,xpack2/mi_l_dvergr.dbr,records\xpack2\item\equipmentweapons\club\mi_l_dvergr.dbr,mi_l_dvergr.dbr,xpack2,Dvergr_Forged_Edge_Mace_2
