,Name,Classification,Item Level,Type,Set Name,From,"Item
DB Record",record
1775,Jade Breastplate,Epic,28.0,ArmorProtective_UpperBody,Pride of the Jade Palace,TQ,us_n_prideofthejadepalace.dbr,b'records\\item\\equipmentarmorus_n_prideofthejadepalace.dbr'
1776,Flameward,Epic,28.0,WeaponArmor_Shield,,TQ,u_n_flameward.dbr,b'records\\item\\equipmentshieldu_n_flameward.dbr'
1777,Pillars of Carnus,Legendary,70.0,ArmorProtective_LowerBody,Raiment of Carnus,TQ Immortal Throne,xpack/usm_l_002.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesusm_l_002.dbr'
1778,Raiment of the Deep,MonsterInfrequent Legendary,77.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_l_fjordmage.dbr,b'records\\xpack2\\item\\equipmentarmor\\torsomi_l_fjordmage.dbr'
1779,Ch'kra's Crown,MonsterInfrequent Legendary,68.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/mi_l_formicidmage02.dbr,b'records\\xpack\\item\\equipmentarmor\\helmmi_l_formicidmage02.dbr'
1780,Huo Qubing's Cuirass,Legendary,65.0,ArmorProtective_UpperBody,Huo Qubing's Relics,TQ,us_l_huoqubing'srelics.dbr,"b""records\\item\\equipmentarmorus_l_huoqubing'srelics.dbr"""
1781,Venom Heart,Epic,24.0,ArmorJewelry_Amulet,,TQ,u_n_venomheart.dbr,b'records\\item\\equipmentamuletu_n_venomheart.dbr'
1782,Witch Doctor's Leggings,MonsterInfrequent Normal,32.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/mi_n_anouranmage.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesmi_n_anouranmage.dbr'
1783,Nomad's Body Wrap,Epic,24.0,ArmorProtective_UpperBody,,TQ,u_n_nomadsbodywrap.dbr,b'records\\item\\equipmentarmoru_n_nomadsbodywrap.dbr'
1784,Exotic Armor,MonsterInfrequent Epic,48.0,ArmorProtective_UpperBody,,TQ,mi_e_tropicalarachnos.dbr,b'records\\item\\equipmentarmormi_e_tropicalarachnos.dbr'
1785,Scironian Helmet,MonsterInfrequent Normal,34.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_n_banditgreek.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmmi_n_banditgreek.dbr'
1786,Deathweaver's Legtip,MonsterInfrequent Legendary,60.0,WeaponMelee_Sword,,TQ,mi_l_arachnos.dbr,b'records\\item\\equipmentweapon\\swordmi_l_arachnos.dbr'
1787,Stonewall,Epic,20.0,WeaponArmor_Shield,,TQ,u_n_stonewall.dbr,b'records\\item\\equipmentshieldu_n_stonewall.dbr'
1788,Templar's Brain-cage,Epic,33.0,ArmorProtective_Head,The Templar,TQ Immortal Throne,xpack/u_n_002.dbr,b'records\\xpack\\item\\equipmentarmor\\helmu_n_002.dbr'
1789,Chiron's Loop,Legendary,50.0,ArmorJewelry_Ring,,TQ,u_e_chiron'sloop.dbr,"b""records\\item\\equipmentringu_e_chiron'sloop.dbr"""
1790,Eidolon Shell,Legendary,50.0,WeaponArmor_Shield,,TQ,u_e_eidolonshell.dbr,b'records\\item\\equipmentshieldu_e_eidolonshell.dbr'
1791,Bandari's Bracers,MonsterInfrequent Legendary,68.0,ArmorProtective_Forearm,,TQ,mi_l_bandari.dbr,b'records\\item\\equipmentarmbandmi_l_bandari.dbr'
1792,Legendary Boar Hide,Common,,ItemCharm,,TQ,03_act1_boarshide.dbr,b'records\\item\\animalrelics03_act1_boarshide.dbr'
1793,Deathweaver's Armplates,MonsterInfrequent Epic,39.0,ArmorProtective_Forearm,,TQ,mi_e_arachnos.dbr,b'records\\item\\equipmentarmbandmi_e_arachnos.dbr'
1794,Hespera's Greaves,Legendary,59.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/u_e_002.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesu_e_002.dbr'
1795,Lindane,Epic,56.0,WeaponMelee_Sword,Bane of the Karkinos,TQ Immortal Throne,xpack/us_e_003.dbr,b'records\\xpack\\item\\equipmentweapons\\swordus_e_003.dbr'
1796,Bone Helm,Legendary,56.0,ArmorProtective_Head,Bone Armor,TQ,us_e_bonearmor.dbr,b'records\\item\\equipmenthelmus_e_bonearmor.dbr'
1797,Essence of the Power of Nerthus,Common,,ItemRelic,,TQ Ragnarok,xpack2/01_act5_nerthusmistletoe.dbr,b'records\\xpack2\\item\\relics01_act5_nerthusmistletoe.dbr'
1798,Homados,MonsterInfrequent Normal,32.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/mi_n_machaemelee.dbr,b'records\\xpack\\item\\equipmentarmor\\torsomi_n_machaemelee.dbr'
1799,Essence of Amun-Ra's Glory,Common,,ItemRelic,,TQ,01_act2_amunrasglory.dbr,b'records\\item\\relics01_act2_amunrasglory.dbr'
1800,Rancor,MonsterInfrequent Normal,34.0,WeaponMelee_Mace,,TQ Immortal Throne,xpack/mi_n_gigantes.dbr,b'records\\xpack\\item\\equipmentweapons\\clubmi_n_gigantes.dbr'
1801,Mbuti's Advocate,MonsterInfrequent Legendary,71.0,WeaponHunting_Spear,,TQ Immortal Throne,xpack/mi_l_anouran.dbr,b'records\\xpack\\item\\equipmentweapons\\spearmi_l_anouran.dbr'
1802,Delysid,Epic,33.0,WeaponMagical_Staff,,TQ Immortal Throne,xpack/u_n_002.dbr,b'records\\xpack\\item\\equipmentweapons\\staffu_n_002.dbr'
1803,Jackalman Sling,MonsterInfrequent Normal,2.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/mi_n_jackalman.dbr,b'records\\xpack2\\item\\equipmentweapons\\1hrangedmi_n_jackalman.dbr'
1804,Athena's Battle Greaves,Legendary,53.0,ArmorProtective_LowerBody,,TQ,u_e_athena'sbattlegreaves.dbr,"b""records\\item\\equipmentgreavesu_e_athena'sbattlegreaves.dbr"""
1805,Huo Qubing's Helm,Legendary,68.0,ArmorProtective_Head,Huo Qubing's Relics,TQ,us_l_huoqubing'srelics.dbr,"b""records\\item\\equipmenthelmus_l_huoqubing'srelics.dbr"""
1806,Apple Bearer's Cap,Epic,42.0,ArmorProtective_Head,Armor of the Immortal Guard,TQ,us_e_armoroftheimmortalguard.dbr,b'records\\item\\equipmenthelmus_e_armoroftheimmortalguard.dbr'
1807,Barrage,Epic,39.0,WeaponHunting_Bow,,TQ,u_e_barrage.dbr,b'records\\item\\equipmentweapon\\bowu_e_barrage.dbr'
1808,Arcane Purifier,Epic,28.0,WeaponMelee_Mace,Agent of the Order,TQ Immortal Throne,xpack/secreto_club.dbr,b'records\\xpack\\item\\equipmentweapons\\clubsecreto_club.dbr'
1809,Daedalus' Dread,Epic,47.0,WeaponHunting_Bow,,TQ,u_e_daedalus'dread.dbr,"b""records\\item\\equipmentweapon\\bowu_e_daedalus'dread.dbr"""
1810,Sentinel's Armbands,MonsterInfrequent Epic,42.0,ArmorProtective_Forearm,,TQ,mi_e_gorgonmelee.dbr,b'records\\item\\equipmentarmbandmi_e_gorgonmelee.dbr'
1811,Achilles' Shield,Legendary,62.0,WeaponArmor_Shield,Patroclus' Disguise,TQ,u_l_achilles'shield.dbr,"b""records\\item\\equipmentshieldu_l_achilles'shield.dbr"""
1812,Helmet of the Restless King,MonsterInfrequent Normal,36.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_n_draugr.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmmi_n_draugr.dbr'
1813,Electrum Sling,Epic,18.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/u_n_05.dbr,b'records\\xpack2\\item\\equipmentweapons\\1hrangedu_n_05.dbr'
1814,Cartouche Ring,Epic,18.0,ArmorJewelry_Ring,,TQ,u_n_cartouchering.dbr,b'records\\item\\equipmentringu_n_cartouchering.dbr'
1815,Myrmidon's Legplate,MonsterInfrequent Normal,32.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/mi_n_formicidmelee02.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesmi_n_formicidmelee02.dbr'
1816,Jackal's Wristguard,MonsterInfrequent Normal,15.0,ArmorProtective_Forearm,,TQ,mi_n_jackalmanmelee.dbr,b'records\\item\\equipmentarmbandmi_n_jackalmanmelee.dbr'
1817,Enforcer's Cuirass,MonsterInfrequent Epic,40.0,ArmorProtective_UpperBody,,TQ,mi_e_boarman.dbr,b'records\\item\\equipmentarmormi_e_boarman.dbr'
1818,Ichthian Spine,MonsterInfrequent Normal,36.0,WeaponHunting_Spear,,TQ Ragnarok,xpack2/mi_n_fjordmelee.dbr,b'records\\xpack2\\item\\equipmentweapons\\spearmi_n_fjordmelee.dbr'
1819,Coil of Resilience,Legendary,53.0,ArmorProtective_Forearm,,TQ,um_e_coilofresilience.dbr,b'records\\item\\equipmentarmbandum_e_coilofresilience.dbr'
1820,Rune Blade,Epic,47.0,WeaponMelee_Sword,,TQ,u_e_runeblade.dbr,b'records\\item\\equipmentweapon\\swordu_e_runeblade.dbr'
1821,Deathweaver's Chitin,MonsterInfrequent Normal,9.0,ArmorProtective_UpperBody,,TQ,mi_n_arachnos.dbr,b'records\\item\\equipmentarmormi_n_arachnos.dbr'
1822,Shroud of Shadows,Epic,33.0,ArmorProtective_Head,Panoply of the Moirae,TQ Immortal Throne,xpack/us_n_001.dbr,b'records\\xpack\\item\\equipmentarmor\\helmus_n_001.dbr'
1823,Deathwing Helmet,MonsterInfrequent Legendary,65.0,ArmorProtective_Head,,TQ,mi_l_deserthag.dbr,b'records\\item\\equipmenthelmmi_l_deserthag.dbr'
1824,The Gatekeeper,Legendary,59.0,WeaponMagical_Staff,,TQ Immortal Throne,xpack/u_e_001.dbr,b'records\\xpack\\item\\equipmentweapons\\staffu_e_001.dbr'
1825,Athena's Mirrored Shield,Legendary,59.0,WeaponArmor_Shield,,TQ,u_l_athenasmirroredshield.dbr,b'records\\item\\equipmentshieldu_l_athenasmirroredshield.dbr'
1826,Vagabond's Shirt,MonsterInfrequent Normal,24.0,ArmorProtective_UpperBody,,TQ,mi_n_ratmanmelee.dbr,b'records\\item\\equipmentarmormi_n_ratmanmelee.dbr'
1827,Oath Ring,Epic,16.0,ArmorJewelry_Ring,,TQ,u_n_oathring.dbr,b'records\\item\\equipmentringu_n_oathring.dbr'
1828,Fell Blade,Epic,12.0,WeaponMelee_Sword,,TQ,u_n_fellblade.dbr,b'records\\item\\equipmentweapon\\swordu_n_fellblade.dbr'
1829,Charm of the Magi,MonsterInfrequent Legendary,59.0,ArmorProtective_Forearm,,TQ,mi_l_satyrmage.dbr,b'records\\item\\equipmentarmbandmi_l_satyrmage.dbr'
1830,Ismene's Cuirass,MonsterInfrequent Legendary,67.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/mi_l_lamiamelee.dbr,b'records\\xpack\\item\\equipmentarmor\\torsomi_l_lamiamelee.dbr'
1831,Bracelets of the Deep,MonsterInfrequent Legendary,77.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/mi_l_fjordmage.dbr,b'records\\xpack2\\item\\equipmentarmor\\armbandmi_l_fjordmage.dbr'
1832,Warchief's Leggings,MonsterInfrequent Epic,52.0,ArmorProtective_LowerBody,,TQ,mi_e_yerren.dbr,b'records\\item\\equipmentgreavesmi_e_yerren.dbr'
1833,Santa's Boots,Epic,50.0,ArmorProtective_LowerBody,Santa's Garb,TQ Immortal Throne,xpack/z_santa01.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesz_santa01.dbr'
1834,Reach of Helios,Legendary,59.0,WeaponHunting_Spear,,TQ Immortal Throne,xpack/u_e_001.dbr,b'records\\xpack\\item\\equipmentweapons\\spearu_e_001.dbr'
1835,Thorny Bracers,Epic,12.0,ArmorProtective_Forearm,,TQ,u_n_thornybracers.dbr,b'records\\item\\equipmentarmbandu_n_thornybracers.dbr'
1836,Incarnation of the Djed of Osiris,Common,,ItemRelic,,TQ,03_act2_djedofosiris.dbr,b'records\\item\\relics03_act2_djedofosiris.dbr'
1837,Arcane Formula ~ Jade Idol,Lesser,,ItemArtifactFormula,,TQ Immortal Throne,xpack/e_la_jadetotem_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulaee_la_jadetotem_formula.dbr'
1838,Arcane Formula ~ Lionheart,Greater,,ItemArtifactFormula,,TQ Immortal Throne,xpack/e_ga_lionheart_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulaee_ga_lionheart_formula.dbr'
1839,Prowler's Cuirass,MonsterInfrequent Epic,51.0,ArmorProtective_UpperBody,,TQ,mi_e_tigermanmelee.dbr,b'records\\item\\equipmentarmormi_e_tigermanmelee.dbr'
1840,Zeno's Third Paradox,Legendary,59.0,WeaponArmor_Shield,,TQ,u_l_zeno'sthirdparadox.dbr,"b""records\\item\\equipmentshieldu_l_zeno'sthirdparadox.dbr"""
1841,Pious Sash,Epic,16.0,ArmorProtective_UpperBody,,TQ,um_n_pioussash.dbr,b'records\\item\\equipmentarmorum_n_pioussash.dbr'
1842,Ilektrismos,Epic,39.0,WeaponMagical_Staff,,TQ,u_e_ilektrismos.dbr,b'records\\item\\equipmentweapon\\staffu_e_ilektrismos.dbr'
1843,Embodiment of Dionysus' Wineskin,Common,,ItemRelic,,TQ,02_act1_dionysuswineskin.dbr,b'records\\item\\relics02_act1_dionysuswineskin.dbr'
1844,Tortured Soul,Common,,ItemCharm,,TQ Immortal Throne,xpack/01_act4_torturedsoul.dbr,b'records\\xpack\\item\\charms01_act4_torturedsoul.dbr'
1845,Bonebreaker Cowl,MonsterInfrequent Epic,57.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_e_troll.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmmi_e_troll.dbr'
1846,Blood Gem,Greater,5.0,ItemArtifact,,TQ Immortal Throne,xpack/e_ga_laceofcelerity.dbr,b'records\\xpack\\item\\artifactse_ga_laceofcelerity.dbr'
1847,Speed of the Wild,Epic,49.0,ArmorProtective_LowerBody,Aspect of the Wild,TQ,us_e_aspectofthewild.dbr,b'records\\item\\equipmentgreavesus_e_aspectofthewild.dbr'
1848,Windswept Harness,MonsterInfrequent Legendary,63.0,ArmorProtective_UpperBody,,TQ,mi_l_duneraider.dbr,b'records\\item\\equipmentarmormi_l_duneraider.dbr'
1849,Lazarus Plate Greaves,Epic,24.0,ArmorProtective_LowerBody,Lazarus Armor,TQ,us_n_lazarusarmor.dbr,b'records\\item\\equipmentgreavesus_n_lazarusarmor.dbr'
1850,Epic Mechanical Parts,Common,,ItemCharm,,TQ,02_multacts_mechanicalparts.dbr,b'records\\item\\animalrelics02_multacts_mechanicalparts.dbr'
1851,Qi Bai's Robe,Legendary,55.0,ArmorProtective_UpperBody,,TQ,um_e_qibai'srobe.dbr,"b""records\\item\\equipmentarmorum_e_qibai'srobe.dbr"""
1852,Amaranthine,Epic,44.0,ArmorJewelry_Amulet,,TQ,u_e_amaranthine.dbr,b'records\\item\\equipmentamuletu_e_amaranthine.dbr'
1853,Seerwraps,Epic,33.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/um_n_001.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesum_n_001.dbr'
1854,The Night Mistress's Crown,MonsterInfrequent Legendary,70.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/mi_l_empusamage.dbr,b'records\\xpack\\item\\equipmentarmor\\helmmi_l_empusamage.dbr'
1855,Mantle of the Secretos,Legendary,53.0,ArmorProtective_UpperBody,,TQ,u_e_mantleofthesecretos.dbr,b'records\\item\\equipmentarmoru_e_mantleofthesecretos.dbr'
1856,Essence of Wodan's Wisdom,Common,,ItemRelic,,TQ Ragnarok,xpack2/01_act5_wodanswisdom.dbr,b'records\\xpack2\\item\\relics01_act5_wodanswisdom.dbr'
1857,Marauder's Armguard,MonsterInfrequent Normal,24.0,ArmorProtective_Forearm,,TQ,mi_n_neanderthalmelee.dbr,b'records\\item\\equipmentarmbandmi_n_neanderthalmelee.dbr'
1858,Marauder's Girdle,MonsterInfrequent Normal,24.0,ArmorProtective_UpperBody,,TQ,mi_n_neanderthalmelee.dbr,b'records\\item\\equipmentarmormi_n_neanderthalmelee.dbr'
1859,Siphon,Epic,16.0,WeaponMagical_Staff,,TQ,u_n_siphon.dbr,b'records\\item\\equipmentweapon\\staffu_n_siphon.dbr'
1860,Myrmigki Vestment,MonsterInfrequent Legendary,67.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/mi_l_formicidmage01.dbr,b'records\\xpack\\item\\equipmentarmor\\torsomi_l_formicidmage01.dbr'
1861,Arcane Formula ~ Thunderfist,Lesser,,ItemArtifactFormula,,TQ Immortal Throne,xpack/l_la_thunderfist_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulael_la_thunderfist_formula.dbr'
1862,Agamemnon's Crest,Epic,59.0,ArmorProtective_Head,Atreidae,TQ Immortal Throne,xpack/us_e_001.dbr,b'records\\xpack\\item\\equipmentarmor\\helmus_e_001.dbr'
1863,Archmage's Leggings,Legendary,71.0,ArmorProtective_LowerBody,Archmage's Regalia,TQ,usm_l_archmage'sregalia.dbr,"b""records\\item\\equipmentgreavesusm_l_archmage'sregalia.dbr"""
1864,Bludgeon of True Sight,Epic,50.0,WeaponMelee_Mace,Raiment of the Baker Street Sage,TQ Immortal Throne,xpack/z_sleuth01.dbr,b'records\\xpack\\item\\equipmentweapons\\clubz_sleuth01.dbr'
1865,Crystal Totem,Epic,42.0,ArmorJewelry_Amulet,The Ice Crystals,TQ,u_e_crystaltotem.dbr,b'records\\item\\equipmentamuletu_e_crystaltotem.dbr'
1866,Blackbeard's Booties,Epic,50.0,ArmorProtective_LowerBody,Buccaneer's Garb,TQ Immortal Throne,xpack/z_pirate01.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesz_pirate01.dbr'
1867,Queen Zenobia's Spear,Legendary,53.0,WeaponHunting_Spear,,TQ,u_e_queenzenobia'sspear.dbr,"b""records\\item\\equipmentweapon\\spearu_e_queenzenobia'sspear.dbr"""
1868,Minoan Fire-Axe,Epic,45.0,WeaponMelee_Axe,,TQ,u_e_minoanfireaxe.dbr,b'records\\item\\equipmentweapon\\axeu_e_minoanfireaxe.dbr'
1869,Amazonian Spear,Legendary,53.0,WeaponHunting_Spear,,TQ,u_e_amazonianspear.dbr,b'records\\item\\equipmentweapon\\spearu_e_amazonianspear.dbr'
1870,The Foreman,Epic,33.0,WeaponMelee_Mace,,TQ Immortal Throne,xpack/u_n_003.dbr,b'records\\xpack\\item\\equipmentweapons\\clubu_n_003.dbr'
1871,Master Forge Greaves,MonsterInfrequent Normal,37.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_n_dvergrmelee.dbr,b'records\\xpack2\\item\\equipmentarmor\\greavesmi_n_dvergrmelee.dbr'
1872,Quiver of N'Imh,MonsterInfrequent Normal,24.0,ArmorProtective_UpperBody,,TQ,mi_n_ratmanarcher.dbr,b'records\\item\\equipmentarmormi_n_ratmanarcher.dbr'
1873,Arcane Formula ~ Tyrant's Fist,Greater,,ItemArtifactFormula,,TQ Immortal Throne,xpack/l_ga_tyrantsfist_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulael_ga_tyrantsfist_formula.dbr'
1874,Snakeskin Wrap,Epic,39.0,ArmorProtective_UpperBody,,TQ,u_e_snakeskinwrap.dbr,b'records\\item\\equipmentarmoru_e_snakeskinwrap.dbr'
1875,Bristlebash,Epic,8.0,WeaponMelee_Mace,,TQ,u_n_bristlebash.dbr,b'records\\item\\equipmentweapon\\clubu_n_bristlebash.dbr'
1876,Soldier's Unyielding Will,MonsterInfrequent Normal,30.0,WeaponArmor_Shield,,TQ Immortal Throne,xpack/mi_n_formicid.dbr,b'records\\xpack\\item\\equipmentweapons\\shieldmi_n_formicid.dbr'
1877,Chaosbane,Epic,20.0,ArmorProtective_Forearm,Gebel Tjauti,TQ,us_n_gebeltjauti.dbr,b'records\\item\\equipmentarmbandus_n_gebeltjauti.dbr'
1878,Bonebreaker Greaves,MonsterInfrequent Epic,57.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_e_troll.dbr,b'records\\xpack2\\item\\equipmentarmor\\greavesmi_e_troll.dbr'
1879,Golem Heart,Common,,ItemCharm,,TQ Ragnarok,xpack2/01_act5_golemheart.dbr,b'records\\xpack2\\item\\charms01_act5_golemheart.dbr'
1880,Jericho,Epic,44.0,WeaponArmor_Shield,,TQ,u_e_jericho.dbr,b'records\\item\\equipmentshieldu_e_jericho.dbr'
1881,Icefire Pike,Epic,33.0,WeaponHunting_Spear,,TQ Immortal Throne,xpack/u_n_002.dbr,b'records\\xpack\\item\\equipmentweapons\\spearu_n_002.dbr'
1882,TerraGuard,Epic,49.0,ArmorProtective_UpperBody,,TQ,u_e_terraguard.dbr,b'records\\item\\equipmentarmoru_e_terraguard.dbr'
1883,Legendary Albino Spider Web,Common,,ItemCharm,,TQ Immortal Throne,xpack/03_act4_frozenchitin.dbr,b'records\\xpack\\item\\charms03_act4_frozenchitin.dbr'
1884,Polyphemus' Tenderizer,MonsterInfrequent Legendary,60.0,WeaponMelee_Mace,,TQ,mi_l_cyclops.dbr,b'records\\item\\equipmentweapon\\clubmi_l_cyclops.dbr'
1885,Rati,Epic,38.0,WeaponHunting_Spear,,TQ Ragnarok,xpack2/u_n_01.dbr,b'records\\xpack2\\item\\equipmentweapons\\spearu_n_01.dbr'
1886,Arcane Formula ~ Soul Prism,Greater,,ItemArtifactFormula,,TQ Immortal Throne,xpack/n_ga_soulprism_formula.dbr,b'records\\xpack\\item\\artifacts\\arcaneformulaen_ga_soulprism_formula.dbr'
1887,Hunter's Armor,Epic,49.0,ArmorProtective_UpperBody,Hunter's Armor,TQ,us_e_hunter'sarmor.dbr,"b""records\\item\\equipmentarmorus_e_hunter'sarmor.dbr"""
1888,Embodiment of the Golden Fleece,Common,,ItemRelic,,TQ,02_act1_goldenfleece.dbr,b'records\\item\\relics02_act1_goldenfleece.dbr'
1889,Wraps of the Chosen,MonsterInfrequent Epic,57.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_e_nerthusshaman.dbr,b'records\\xpack2\\item\\equipmentarmor\\greavesmi_e_nerthusshaman.dbr'
1890,Outrider's Skullcap,MonsterInfrequent Normal,34.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_n_centaur.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmmi_n_centaur.dbr'
1891,Guards of the Restless King,MonsterInfrequent Normal,36.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_n_draugr.dbr,b'records\\xpack2\\item\\equipmentarmor\\greavesmi_n_draugr.dbr'
1892,Shadow's Flight,Epic,47.0,ArmorProtective_LowerBody,Shadow Guard,TQ,us_e_shadowguard.dbr,b'records\\item\\equipmentgreavesus_e_shadowguard.dbr'
1893,Stone Hammer,MonsterInfrequent Epic,37.0,WeaponMelee_Mace,,TQ,mi_e_satyrguardian.dbr,b'records\\item\\equipmentweapon\\clubmi_e_satyrguardian.dbr'
1894,Entwined Mark of Calchas,Legendary,75.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/um_l_001.dbr,b'records\\xpack\\item\\equipmentarmor\\armbandum_l_001.dbr'
1895,Icescale Helm,MonsterInfrequent Normal,36.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_n_fjordmelee.dbr,b'records\\xpack2\\item\\equipmentarmor\\helmmi_n_fjordmelee.dbr'
1896,Fulminator,Epic,24.0,WeaponMagical_Staff,,TQ,u_n_fulminator.dbr,b'records\\item\\equipmentweapon\\staffu_n_fulminator.dbr'
1897,Phonoi,MonsterInfrequent Legendary,72.0,WeaponMelee_Axe,,TQ Immortal Throne,xpack/mi_l_machae.dbr,b'records\\xpack\\item\\equipmentweapons\\axemi_l_machae.dbr'
1898,Zhu Rong's Firebow,Legendary,53.0,WeaponHunting_Bow,,TQ,u_e_zhurong'sfirebow.dbr,"b""records\\item\\equipmentweapon\\bowu_e_zhurong'sfirebow.dbr"""
1899,Abyssal Greaves,Legendary,68.0,ArmorProtective_LowerBody,Abyssal Armor,TQ,us_l_abyssalarmor.dbr,b'records\\item\\equipmentgreavesus_l_abyssalarmor.dbr'
1900,Embodiment of Herakles' Might,Common,,ItemRelic,,TQ,02_act1_heraclesmight.dbr,b'records\\item\\relics02_act1_heraclesmight.dbr'
1901,Boots of Alfheim,MonsterInfrequent Epic,60.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_e_alfr.dbr,b'records\\xpack2\\item\\equipmentarmor\\greavesmi_e_alfr.dbr'
1902,Anti-Magic Robes,Epic,27.0,ArmorProtective_UpperBody,Agent of the Order,TQ Immortal Throne,xpack/secreto_torso.dbr,b'records\\xpack\\item\\equipmentarmor\\torsosecreto_torso.dbr'
1903,Onager,Epic,49.0,WeaponMelee_Axe,,TQ,u_e_onager.dbr,b'records\\item\\equipmentweapon\\axeu_e_onager.dbr'
1904,Twisted Coil of the Parasite,Legendary,59.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/um_e_003.dbr,b'records\\xpack\\item\\equipmentarmor\\armbandum_e_003.dbr'
1905,Jarnvidja Nails,Epic,30.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/u_n_11.dbr,b'records\\xpack2\\item\\equipmentweapons\\1hrangedu_n_11.dbr'
1906,Revenant Crown,MonsterInfrequent Epic,48.0,ArmorProtective_Head,,TQ,mi_e_goldenskeleton.dbr,b'records\\item\\equipmenthelmmi_e_goldenskeleton.dbr'
1907,Cupid's Bow,Epic,28.0,WeaponHunting_Bow,,TQ,u_n_cupid'sbow.dbr,"b""records\\item\\equipmentweapon\\bowu_n_cupid'sbow.dbr"""
1908,Outrider's Buckler,MonsterInfrequent Epic,33.0,WeaponArmor_Shield,,TQ,mi_e_centaur.dbr,b'records\\item\\equipmentshieldmi_e_centaur.dbr'
1909,Legionnaire's Buskin,Legendary,75.0,ArmorProtective_LowerBody,Armament of the Fiery Legion,TQ Immortal Throne,xpack/us_l_001.dbr,b'records\\xpack\\item\\equipmentarmor\\greavesus_l_001.dbr'
1910,Druid's Vestment,Epic,42.0,ArmorProtective_UpperBody,Habiliments of the Druid,TQ,usm_e_habilimentsofthedruid.dbr,b'records\\item\\equipmentarmorusm_e_habilimentsofthedruid.dbr'
1911,Batrachos Breastplate,MonsterInfrequent Normal,32.0,ArmorProtective_UpperBody,,TQ Immortal Throne,xpack/mi_n_anouranmelee.dbr,b'records\\xpack\\item\\equipmentarmor\\torsomi_n_anouranmelee.dbr'
1912,Actor's note,Epic,,ItemEquipment,,TQ Ragnarok,xpack2/parchment_x2b.dbr,b'records\\xpack2\\item\\parchmentsparchment_x2b.dbr'
1913,Epic Saber Claw,Common,,ItemCharm,,TQ,02_act3_saberclaw.dbr,b'records\\item\\animalrelics02_act3_saberclaw.dbr'
1914,Detective's Greatcoat,Epic,50.0,ArmorProtective_UpperBody,Raiment of the Baker Street Sage,TQ Immortal Throne,xpack/z_sleuth01.dbr,b'records\\xpack\\item\\equipmentarmor\\torsoz_sleuth01.dbr'
1915,Tunic of Alfheim,MonsterInfrequent Normal,38.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_n_alfr.dbr,b'records\\xpack2\\item\\equipmentarmor\\torsomi_n_alfr.dbr'
1916,Aionios,Legendary,82.0,WeaponArmor_Shield,,TQ Immortal Throne,xpack/u_l_002.dbr,b'records\\xpack\\item\\equipmentweapons\\shieldu_l_002.dbr'
1917,Staff of the Deep,MonsterInfrequent Normal,36.0,WeaponMagical_Staff,,TQ Ragnarok,xpack2/mi_n_fjordmage.dbr,b'records\\xpack2\\item\\equipmentweapons\\staffmi_n_fjordmage.dbr'
