record,_id,isit,isr,isatl,find,category,class,pack,_Name,Name,id,Quality
records\xpack\item\artifacts\arcaneformulae\e_da_crosierofosiris_formula.dbr,xtagArtifactDescription064,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_da_crosierofosiris_formula_Formula_xpack,Arcane Formula ~ Crosier of Osiris,Arcane_Formula_~_Crosier_of_Osiris_0,
records\xpack\item\artifacts\arcaneformulae\e_da_demetersbounty_formula.dbr,xtagArtifactDescription061,True,False,False,@level05$: @act03$,Formula,ItemArtifactFormula,xpack,e_da_demetersbounty_formula_Formula_xpack,Arcane Formula ~ Demeter's Bounty,Arcane_Formula_~_Demeters_Bounty_0,
records\xpack\item\artifacts\arcaneformulae\l_da_eyeofra_formula.dbr,xtagArtifactDescription071,True,False,False,@level06$: @act02$,Formula,ItemArtifactFormula,xpack,l_da_eyeofra_formula_Formula_xpack,Arcane Formula ~ Eye of Ra,Arcane_Formula_~_Eye_of_Ra_0,
records\xpack\item\artifacts\arcaneformulae\l_da_goldeneyeofsunwukong_formula.dbr,xtagArtifactDescription066,True,False,False,@level06$: @act04$,Formula,ItemArtifactFormula,xpack,l_da_goldeneyeofsunwukong_formula_Formula_xpack,Arcane Formula ~ Golden Eye of Sun Wukong,Arcane_Formula_~_Golden_Eye_of_Sun_Wukong_0,
records\xpack\item\artifacts\arcaneformulae\l_da_ikonofzeus_formula.dbr,xtagArtifactDescription073,True,False,False,@level06$: @act02$,Formula,ItemArtifactFormula,xpack,l_da_ikonofzeus_formula_Formula_xpack,Arcane Formula ~ Ikon of Zeus,Arcane_Formula_~_Ikon_of_Zeus_0,
records\xpack\item\artifacts\arcaneformulae\e_da_knotofisis_formula.dbr,xtagArtifactDescription065,True,False,False,@level06$: @act04$,Formula,ItemArtifactFormula,xpack,e_da_knotofisis_formula_Formula_xpack,Arcane Formula ~ Knot of Isis,Arcane_Formula_~_Knot_of_Isis_0,
records\xpack\item\artifacts\arcaneformulae\l_da_lyreofapollo_formula.dbr,xtagArtifactDescription074,True,False,False,@level06$: @act04$,Formula,ItemArtifactFormula,xpack,l_da_lyreofapollo_formula_Formula_xpack,Arcane Formula ~ Lyre of Apollo,Arcane_Formula_~_Lyre_of_Apollo_0,
records\xpack\item\artifacts\arcaneformulae\l_da_mardukstabletofdestiny_formula.dbr,xtagArtifactDescription070,True,False,False,@level06$: @act04$,Formula,ItemArtifactFormula,xpack,l_da_mardukstabletofdestiny_formula_Formula_xpack,Arcane Formula ~ Marduk's Tablet of Destiny,Arcane_Formula_~_Marduks_Tablet_of_Destiny_0,
records\xpack\item\artifacts\arcaneformulae\e_da_mightofhephaestus_formula.dbr,xtagArtifactDescription062,True,False,False,@level05$: @act04$,Formula,ItemArtifactFormula,xpack,e_da_mightofhephaestus_formula_Formula_xpack,Arcane Formula ~ Might of Hephaestus,Arcane_Formula_~_Might_of_Hephaestus_0,
records\xpack\item\artifacts\arcaneformulae\l_da_morpheusdreamweb_formula.dbr,xtagArtifactDescription068,True,False,False,@level06$: @act04$,Formula,ItemArtifactFormula,xpack,l_da_morpheusdreamweb_formula_Formula_xpack,Arcane Formula ~ Morpheus' Dreamweb,Arcane_Formula_~_Morpheus_Dreamweb_0,
records\xpack\item\artifacts\arcaneformulae\e_da_poseidonsnet_formula.dbr,xtagArtifactDescription060,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_da_poseidonsnet_formula_Formula_xpack,Arcane Formula ~ Poseidon's Net,Arcane_Formula_~_Poseidons_Net_0,
records\xpack\item\artifacts\arcaneformulae\l_da_totemofbast_formula.dbr,xtagArtifactDescription069,True,False,False,@level06$: @act03$,Formula,ItemArtifactFormula,xpack,l_da_totemofbast_formula_Formula_xpack,Arcane Formula ~ Sigil of Bast,Arcane_Formula_~_Sigil_of_Bast_0,
records\xpack\item\artifacts\arcaneformulae\l_da_starofishtar_formula.dbr,xtagArtifactDescription075,True,False,False,@level06$: @act03$,Formula,ItemArtifactFormula,xpack,l_da_starofishtar_formula_Formula_xpack,Arcane Formula ~ Star of Ishtar,Arcane_Formula_~_Star_of_Ishtar_0,
records\xpack\item\artifacts\arcaneformulae\l_da_talismanofthejadeemperor_formula.dbr,xtagArtifactDescription067,True,False,False,@level06$: @act03$,Formula,ItemArtifactFormula,xpack,l_da_talismanofthejadeemperor_formula_Formula_xpack,Arcane Formula ~ Talisman of the Jade Emperor,Arcane_Formula_~_Talisman_of_the_Jade_Emperor_0,
records\xpack\item\artifacts\arcaneformulae\l_da_thothsglory_formula.dbr,xtagArtifactDescription072,True,False,False,@level06$: @act04$,Formula,ItemArtifactFormula,xpack,l_da_thothsglory_formula_Formula_xpack,Arcane Formula ~ Thoth's Glory,Arcane_Formula_~_Thoths_Glory_0,
records\xpack2\item\artifacts\arcaneformulae\e_da_wheeloftaranis_formula.dbr,x2tagArtifactDescription002,True,True,False,"@level05$: @act06$, @level06$: @act01$",Formula,ItemArtifactFormula,xpack2,e_da_wheeloftaranis_formula_Formula_xpack2,Arcane Formula ~ Wheel of Taranis,Arcane_Formula_~_Wheel_of_Taranis_0,
records\xpack2\item\artifacts\arcaneformulae\l_da_applesofidun_formula.dbr,x2tagArtifactDescription001,True,True,False,@level06$: @act06$,Formula,ItemArtifactFormula,xpack2,l_da_applesofidun_formula_Formula_xpack2,Arcane Formula ~ Apples of Idun,Arcane_Formula_~_Apples_of_Idun_0,
records\xpack2\item\parchments\primrose_parchment01.dbr,,,,,,,,,,The Pieces,The_Pieces_0,
records\xpack2\item\relics\03_act5_nerthusmistletoe.dbr,,,,,,,,,,Incarnation of the Power of Nerthus,Incarnation_of_the_Power_of_Nerthus_0,
records\xpack2\item\parchments\parchment_x2c.dbr,,,,,,,,,,Poet's jotting,Poets_jotting_0,
records\xpack2\item\relics\02_act5_nerthusmistletoe.dbr,,,,,,,,,,Embodiment of the Power of Nerthus,Embodiment_of_the_Power_of_Nerthus_0,
records\xpack2\item\equipmentarmor\helm\furhood.dbr,,,,,,,,,,Bandit's Hood,Bandits_Hood_0,
records\xpack2\item\equipmentweapons\club\z_stonesword.dbr,,,,,,,,,,The Sword in the Stone,The_Sword_in_the_Stone_0,
records\xpack\item\equipmentarmor\armband\z_pirate01.dbr,,,,,,,,,,Blackbeard's Hook,Blackbeards_Hook_0,
records\xpack\item\equipmentweapons\club\secreto_club.dbr,,,,,,,,,,Arcane Purifier,Arcane_Purifier_0,
records\xpack\item\equipmentarmor\torso\secreto_torso.dbr,,,,,,,,,,Anti-Magic Robes,Anti_Magic_Robes_0,
records\xpack2\item\parchments\parchment_x2b.dbr,,,,,,,,,,Actor's note,Actors_note_0,
records\xpack\item\equipmentarmor\greaves\secreto_greaves.dbr,,,,,,,,,,Prometheus Greaves,Prometheus_Greaves_0,
records\xpack\item\equipmentweapons\shield\secreto_shield.dbr,,,,,,,,,,Seal of the Vigilant,Seal_of_the_Vigilant_0,
records\xpack\item\equipmentarmor\helm\secreto_helm.dbr,,,,,,,,,,Titanwatch Helm,Titanwatch_Helm_0,
records\xpack3\items\equipmentweapon\bow\u_e_02.dbr,x3tagU_Bow02,True,False,True,,Bow,WeaponHunting_Bow,xpack3,u_e_02_Bow_xpack3,Bristlemouth,u_e_02_Bow_xpack3,L
records\xpack3\items\equipmentweapon\bow\u_l_01.dbr,x3tagU_Bow04,True,False,True,,Bow,WeaponHunting_Bow,xpack3,u_l_01_Bow_xpack3,Shark Spine,u_l_01_Bow_xpack3,L
records\xpack3\items\equipmentweapon\bow\u_l_03.dbr,x3tagU_Bow06,True,False,True,,Bow,WeaponHunting_Bow,xpack3,u_l_03_Bow_xpack3,Michanismos,u_l_03_Bow_xpack3,L
records\xpack3\items\equipmentarmor\armband\u_e_01.dbr,x3tagUArmor108,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,u_e_01_Armbands_xpack3,Saharan Wraps,u_e_01_Armbands_xpack3,L
records\xpack3\items\equipmentarmor\armband\u_e_02.dbr,x3tagUArmor105,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,u_e_02_Armbands_xpack3,The Ruby Eyes,u_e_02_Armbands_xpack3,L
records\xpack3\items\equipmentarmor\armband\um_e_01.dbr,x3tagUArmor109,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,um_e_01_Armbands_xpack3,Tartarian Armlets,um_e_01_Armbands_xpack3,L
records\xpack3\items\equipmentarmor\armband\u_l_01.dbr,x3tagUArmor107,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,u_l_01_Armbands_xpack3,Melquart's Works,u_l_01_Armbands_xpack3,L
records\xpack3\items\equipmentarmor\armband\u_l_02.dbr,x3tagUArmor106,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,u_l_02_Armbands_xpack3,Sidonian Gauntlets,u_l_02_Armbands_xpack3,L
records\xpack3\items\equipmentarmor\armband\um_l_01.dbr,x3tagUArmor103,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,um_l_01_Armbands_xpack3,Claws of Molech,um_l_01_Armbands_xpack3,L
records\xpack3\items\equipmentweapon\club\u_e_01.dbr,x3tagU_Club01,True,False,True,,Mace,WeaponMelee_Mace,xpack3,u_e_01_Mace_xpack3,The Fomorian,u_e_01_Mace_xpack3,L
records\xpack3\items\equipmentweapon\club\u_e_02.dbr,x3tagU_Club04,True,False,True,,Mace,WeaponMelee_Mace,xpack3,u_e_02_Mace_xpack3,Grim Companion,u_e_02_Mace_xpack3,L
records\xpack3\items\equipmentarmor\torso\u_n_01.dbr,x3tagUArmor501,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,u_n_01_Armor_xpack3,Actaeon's Jerkin,u_n_01_Armor_xpack3,E
records\xpack3\items\equipmentweapon\axe\u_n_03.dbr,x3tagU_Axe01,True,False,True,,Axe,WeaponMelee_Axe,xpack3,u_n_03_Axe_xpack3,Riveted Tomahawk,u_n_03_Axe_xpack3,E
records\xpack3\items\equipmentweapon\axe\u_n_01.dbr,x3tagU_Axe08,True,False,True,,Axe,WeaponMelee_Axe,xpack3,u_n_01_Axe_xpack3,Wailing Horror,u_n_01_Axe_xpack3,E
records\xpack3\items\equipmentarmor\torso\u_n_02.dbr,x3tagUArmor506,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,u_n_02_Armor_xpack3,Celtic Furnace Plates,u_n_02_Armor_xpack3,E
records\xpack3\items\equipmentweapon\bow\u_n_01.dbr,x3tagU_Bow03,True,False,True,,Bow,WeaponHunting_Bow,xpack3,u_n_01_Bow_xpack3,Bow of Selene,u_n_01_Bow_xpack3,E
records\xpack3\items\equipmentarmor\armband\u_n_02.dbr,x3tagUArmor102,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,u_n_02_Armbands_xpack3,Azmelquart's Sparring Wraps,u_n_02_Armbands_xpack3,E
records\xpack3\items\equipmentweapon\axe\u_n_02.dbr,x3tagU_Axe07,True,False,True,,Axe,WeaponMelee_Axe,xpack3,u_n_02_Axe_xpack3,Old Notch,u_n_02_Axe_xpack3,E
records\xpack3\items\equipmentarmor\armband\um_n_01.dbr,x3tagUArmor104,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,um_n_01_Armbands_xpack3,Bathyc Gloves,um_n_01_Armbands_xpack3,E
records\xpack3\items\equipmentarmor\armband\u_n_01.dbr,x3tagUArmor101,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,u_n_01_Armbands_xpack3,Goat Wool Pads,u_n_01_Armbands_xpack3,E
records\xpack3\items\equipmentarmor\torso\um_n_01.dbr,x3tagUArmor509,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,um_n_01_Armor_xpack3,Artificer's Apprentice Gown,um_n_01_Armor_xpack3,E
records\xpack3\items\equipmentarmor\armband\um_n_02.dbr,x3tagUArmor110,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,um_n_02_Armbands_xpack3,Astarte's Gentle Shackles,um_n_02_Armbands_xpack3,E
records\xpack3\items\equipmentweapon\club\u_n_01.dbr,x3tagU_Club06,True,False,True,,Mace,WeaponMelee_Mace,xpack3,u_n_01_Mace_xpack3,Seal of Disapproval,u_n_01_Mace_xpack3,E
records\xpack3\items\equipmentweapon\bow\u_n_02.dbr,x3tagU_Bow08,True,False,True,,Bow,WeaponHunting_Bow,xpack3,u_n_02_Bow_xpack3,Polyhedron,u_n_02_Bow_xpack3,E
records\xpack3\items\equipmentweapon\bow\u_n_set13.dbr,x3tagU_Bow07,True,False,True,,Bow,WeaponHunting_Bow,xpack3,u_n_set13_Bow_xpack3,Springvine,u_n_set13_Bow_xpack3,E
records\xpack3\items\equipmentarmor\greaves\u_n_02.dbr,x3tagUArmor210,True,False,True,,Greaves,ArmorProtective_LowerBody,xpack3,u_n_02_Greaves_xpack3,Acragas' Polished Greaves,u_n_02_Greaves_xpack3,E
records\xpack3\items\equipmentarmor\greaves\u_n_01.dbr,x3tagUArmor208,True,False,True,,Greaves,ArmorProtective_LowerBody,xpack3,u_n_01_Greaves_xpack3,Berber Weave Pads,u_n_01_Greaves_xpack3,E
records\xpack3\items\equipmentarmor\helm\um_n_01.dbr,x3tagUArmor310,True,False,True,,Helm,ArmorProtective_Head,xpack3,um_n_01_Helm_xpack3,Gilded Cap of Epaphus,um_n_01_Helm_xpack3,E
records\xpack3\items\equipmentarmor\greaves\um_n_01.dbr,x3tagUArmor209,True,False,True,,Greaves,ArmorProtective_LowerBody,xpack3,um_n_01_Greaves_xpack3,Blue Actinia,um_n_01_Greaves_xpack3,E
records\xpack3\items\equipmentweapon\club\u_n_02.dbr,x3tagU_Club07,True,False,True,,Mace,WeaponMelee_Mace,xpack3,u_n_02_Mace_xpack3,Karrok,u_n_02_Mace_xpack3,E
records\xpack3\items\equipmentarmor\helm\u_n_01.dbr,x3tagUArmor304,True,False,True,,Helm,ArmorProtective_Head,xpack3,u_n_01_Helm_xpack3,Chitinous Skullcap,u_n_01_Helm_xpack3,E
records\xpack3\items\equipmentarmor\helm\u_n_02.dbr,x3tagUArmor306,True,False,True,,Helm,ArmorProtective_Head,xpack3,u_n_02_Helm_xpack3,Tetouan Hijab,u_n_02_Helm_xpack3,E
records\item\equipmenthelm\u_n_bandit'shood.dbr,tagUArmor203,False,False,False,@level04$: @act01$,Helm,ArmorProtective_Head,Original,u_n_banditshood_Helm_Original,Bandit's Hood,u_n_banditshood_Helm_Original,E
records\xpack3\items\equipmentweapon\1hranged\u_n_02.dbr,x3tagU_1hr07,True,False,True,,Thrown,WeaponHunting_RangedOneHand,xpack3,u_n_02_Thrown_xpack3,Fangtooth,u_n_02_Thrown_xpack3,E
records\xpack3\items\equipmentweapon\1hranged\u_n_01.dbr,x3tagU_1hr01,True,False,True,,Thrown,WeaponHunting_RangedOneHand,xpack3,u_n_01_Thrown_xpack3,Hyas' Dagger,u_n_01_Thrown_xpack3,E
records\xpack3\items\equipmentweapon\staff\u_n_03.dbr,x3tagU_Staff08,True,False,True,,Staff,WeaponMagical_Staff,xpack3,u_n_03_Staff_xpack3,Eyes of Divination,u_n_03_Staff_xpack3,E
records\xpack3\items\equipmentweapon\sword\u_n_03.dbr,x3tagU_Sword08,True,False,True,,Sword,WeaponMelee_Sword,xpack3,u_n_03_Sword_xpack3,Bright blade,u_n_03_Sword_xpack3,E
records\xpack3\items\equipmentweapon\sword\u_n_02.dbr,x3tagU_Sword07,True,False,True,,Sword,WeaponMelee_Sword,xpack3,u_n_02_Sword_xpack3,Key of Beritos,u_n_02_Sword_xpack3,E
records\xpack3\items\equipmentweapon\1hranged\u_n_03.dbr,x3tagU_1hr08,True,False,True,,Thrown,WeaponHunting_RangedOneHand,xpack3,u_n_03_Thrown_xpack3,Amazigh Knife,u_n_03_Thrown_xpack3,E
records\xpack3\items\equipmentarmor\torso\u_e_01.dbr,x3tagUArmor510,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,u_e_01_Armor_xpack3,Serpentscale Mail,u_e_01_Armor_xpack3,L
records\xpack3\items\equipmentweapon\shield\u_n_02.dbr,x3tagU_Shield08,True,False,True,,Shield,WeaponArmor_Shield,xpack3,u_n_02_Shield_xpack3,Aphotic Maw,u_n_02_Shield_xpack3,E
records\xpack3\items\equipmentweapon\spear\u_n_set13.dbr,x3tagU_Spear06,True,False,True,,Spear,WeaponHunting_Spear,xpack3,u_n_set13_Spear_xpack3,FlintVine,u_n_set13_Spear_xpack3,E
records\xpack3\items\equipmentweapon\spear\u_n_02.dbr,x3tagU_Spear07,True,False,True,,Spear,WeaponHunting_Spear,xpack3,u_n_02_Spear_xpack3,Cuttlebone Standard,u_n_02_Spear_xpack3,E
records\xpack3\items\equipmentweapon\shield\u_n_01.dbr,x3tagU_Shield07,True,False,True,,Shield,WeaponArmor_Shield,xpack3,u_n_01_Shield_xpack3,Mountain Tribe Totem,u_n_01_Shield_xpack3,E
records\xpack3\items\equipmentweapon\staff\u_n_02.dbr,x3tagU_Staff07,True,False,True,,Staff,WeaponMagical_Staff,xpack3,u_n_02_Staff_xpack3,Gem of the Serpent Priest,u_n_02_Staff_xpack3,E
records\xpack3\items\equipmentweapon\sword\u_n_01.dbr,x3tagU_Sword02,True,False,True,,Sword,WeaponMelee_Sword,xpack3,u_n_01_Sword_xpack3,Stormbane,u_n_01_Sword_xpack3,E
records\xpack3\items\equipmentweapon\spear\u_n_01.dbr,x3tagU_Spear01,True,False,True,,Spear,WeaponHunting_Spear,xpack3,u_n_01_Spear_xpack3,Amazigh Banner Stake,u_n_01_Spear_xpack3,E
records\xpack3\items\equipmentweapon\staff\u_n_01.dbr,x3tagU_Staff01,True,False,True,,Staff,WeaponMagical_Staff,xpack3,u_n_01_Staff_xpack3,Fumarole,u_n_01_Staff_xpack3,E
records\xpack3\items\equipmentarmor\torso\um_l_01.dbr,x3tagUArmor507,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,um_l_01_Armor_xpack3,Dark Shroud of Lete,um_l_01_Armor_xpack3,L
records\xpack3\items\equipmentweapon\axe\u_e_01.dbr,x3tagU_Axe02,True,False,True,,Axe,WeaponMelee_Axe,xpack3,u_e_01_Axe_xpack3,Whale Slicer,u_e_01_Axe_xpack3,L
records\xpack3\items\equipmentweapon\bow\u_e_01.dbr,x3tagU_Bow01,True,False,True,,Bow,WeaponHunting_Bow,xpack3,u_e_01_Bow_xpack3,Wings of Isis,u_e_01_Bow_xpack3,L
records\xpack3\items\equipmentweapon\axe\u_l_02.dbr,x3tagU_Axe05,True,False,True,,Axe,WeaponMelee_Axe,xpack3,u_l_02_Axe_xpack3,Crescent of Justice,u_l_02_Axe_xpack3,L
records\xpack3\items\equipmentweapon\axe\u_l_01.dbr,x3tagU_Axe04,True,False,True,,Axe,WeaponMelee_Axe,xpack3,u_l_01_Axe_xpack3,Morte's Answer,u_l_01_Axe_xpack3,L
records\xpack3\items\equipmentweapon\axe\u_e_02.dbr,x3tagU_Axe03,True,False,True,,Axe,WeaponMelee_Axe,xpack3,u_e_02_Axe_xpack3,Cybele,u_e_02_Axe_xpack3,L
records\xpack3\items\equipmentweapon\axe\u_l_03.dbr,x3tagU_Axe06,True,False,True,,Axe,WeaponMelee_Axe,xpack3,u_l_03_Axe_xpack3,Mithon El,u_l_03_Axe_xpack3,L
records\xpack3\items\equipmentarmor\torso\u_l_02.dbr,x3tagUArmor503,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,u_l_02_Armor_xpack3,Lorica of the Waves,u_l_02_Armor_xpack3,L
records\xpack3\items\equipmentarmor\torso\um_e_02.dbr,x3tagUArmor508,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,um_e_02_Armor_xpack3,Herbalist's Jerkin,um_e_02_Armor_xpack3,L
records\xpack3\items\equipmentarmor\torso\u_e_02.dbr,x3tagUArmor502,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,u_e_02_Armor_xpack3,Breastplate of Otus,u_e_02_Armor_xpack3,L
records\xpack3\items\equipmentarmor\torso\um_e_01.dbr,x3tagUArmor504,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,um_e_01_Armor_xpack3,Fata Morgana,um_e_01_Armor_xpack3,L
records\xpack3\items\equipmentarmor\torso\u_l_01.dbr,x3tagUArmor505,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,u_l_01_Armor_xpack3,Agave's Embroidered Shawl,u_l_01_Armor_xpack3,L
records\xpack3\items\equipmentarmor\torso\u_l_set01.dbr,x3tagUArmor511,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,u_l_set01_Armor_xpack3,Philip's Unity,u_l_set01_Armor_xpack3,L
records\xpack3\items\equipmentweapon\club\u_l_set01.dbr,x3tagU_Club05,True,False,True,,Mace,WeaponMelee_Mace,xpack3,u_l_set01_Mace_xpack3,Philip's Swift Justice,u_l_set01_Mace_xpack3,L
records\xpack3\items\equipmentweapon\bow\u_l_02.dbr,x3tagU_Bow05,True,False,True,,Bow,WeaponHunting_Bow,xpack3,u_l_02_Bow_xpack3,Philip's Reach,u_l_02_Bow_xpack3,L
records\xpack3\items\equipmentarmor\armband\um_l_set02.dbr,x3tagUArmor112,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,um_l_set02_Armbands_xpack3,Grapplers of the Aquanaut,um_l_set02_Armbands_xpack3,L
records\xpack3\items\equipmentarmor\greaves\um_l_set02.dbr,x3tagUArmor212,True,False,True,,Greaves,ArmorProtective_LowerBody,xpack3,um_l_set02_Greaves_xpack3,Boots of the Aquanaut,um_l_set02_Greaves_xpack3,L
records\xpack3\items\equipmentarmor\helm\um_l_set02.dbr,x3tagUArmor312,True,False,True,,Helm,ArmorProtective_Head,xpack3,um_l_set02_Helm_xpack3,Helm of the Aquanaut,um_l_set02_Helm_xpack3,L
records\xpack3\items\equipmentarmor\torso\um_l_set02.dbr,x3tagUArmor512,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,um_l_set02_Armor_xpack3,Sacred Hull of the Aquanaut,um_l_set02_Armor_xpack3,L
records\xpack3\items\equipmentarmor\armband\u_l_set04.dbr,x3tagUArmor114,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,u_l_set04_Armbands_xpack3,Cretaceous Clips,u_l_set04_Armbands_xpack3,L
records\xpack3\items\equipmentarmor\greaves\u_l_set04.dbr,x3tagUArmor214,True,False,True,,Greaves,ArmorProtective_LowerBody,xpack3,u_l_set04_Greaves_xpack3,Creataceous Stumps,u_l_set04_Greaves_xpack3,L
records\xpack3\items\equipmentarmor\helm\u_l_set04.dbr,x3tagUArmor314,True,False,True,,Helm,ArmorProtective_Head,xpack3,u_l_set04_Helm_xpack3,Creataceous Cap,u_l_set04_Helm_xpack3,L
records\xpack3\items\equipmentarmor\torso\u_l_set04.dbr,x3tagUArmor514,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,u_l_set04_Armor_xpack3,Creataceous Spikes,u_l_set04_Armor_xpack3,L
records\xpack3\items\equipmentarmor\armband\u_e_set03.dbr,x3tagUArmor113,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,u_e_set03_Armbands_xpack3,Bandit King's Grip,u_e_set03_Armbands_xpack3,L
records\xpack\item\le_new\secreto_club.dbr,tagSetSecretoClub,True,False,False,Quest reward for helping the Promethean Order,Mace,WeaponMelee_Mace,Extra,secreto_club_Mace_Extra,Arcane Purifier,secreto_club_Mace_Extra,E
records\xpack\item\le_new\secreto_greaves.dbr,tagSetSecretoLegs,True,False,False,Quest reward for helping the Promethean Order,Armbands,ArmorProtective_Forearm,Extra,secreto_greaves_Armbands_Extra,Prometheus Greaves,secreto_greaves_Armbands_Extra,E
records\xpack\item\le_new\secreto_helm.dbr,tagSetSecretoHelm,True,False,False,Quest reward for helping the Promethean Order,Helm,ArmorProtective_Head,Extra,secreto_helm_Helm_Extra,Titanwatch Helm,secreto_helm_Helm_Extra,E
records\xpack3\items\equipmentarmor\armband\um_e_set05.dbr,x3tagUArmor115,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,um_e_set05_Armbands_xpack3,Hadopelagian Gloves,um_e_set05_Armbands_xpack3,L
